Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,Vidro elétrico,Trava elétrica,Ar condicionado,Direção hidráulica,Som,Air bag,Alarme,Sensor de ré,Câmera de ré,Blindado,Valor
FIAT UNO ATTRACTI. CELEB.1.4 EVO F.FLEX 8V 2P,FIAT,Passeio,2004,40,4,Gasolina,Manual,Hidráulica,Cinza,4,0,1,0,0,0,0,0,0,0,0,0,6400
VW - VOLKSWAGEN POLO 1.6 MI/ S.OURO 1.6MI 101CV 8V 5P,VW - VOLKSWAGEN,Hatch,2003,0,1.6,Gasolina,Manual,Elétrica,Preto,4,2,1,1,1,1,1,1,1,1,0,0,12000
GM - CHEVROLET TRACKER 2.0 16V 128CV MPFI 4X4 5P,GM - CHEVROLET,SUV,2008,180000,2,Gasolina,Manual,Hidráulica,Preto,4,7,1,1,1,1,0,1,0,0,0,0,26500
GM - CHEVROLET ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.,GM - CHEVROLET,Sedã,2020,33300,1,Flex,Manual,Elétrica,Branco,4,3,1,1,1,1,1,1,1,1,0,0,45000
CITROEN C3 EXCL./EXCL.SOLAR./SONORA 1.6 FLEX AUT,CITROEN,Hatch,2015,110000,1.6,Flex,Automático,Elétrica,Branco,4,1,1,1,1,0,1,1,1,1,1,0,38400
HYUNDAI CRETA SMART PLUS 1.6 16V FLEX AUT,HYUNDAI,SUV,2018,27000,1.6,Flex,Automático,Elétrica,Cinza,4,7,1,1,1,0,1,1,1,1,0,0,83500
TOYOTA,TOYOTA,null,2014,0,null,Flex,null,null,null,4,null,1,1,1,0,1,1,1,1,1,0,70000
HYUNDAI CRETA SMART PLUS 1.6 16V FLEX AUT,HYUNDAI,SUV,2021,0,1.6,Flex,Automático,Elétrica,Branco,4,null,1,1,1,0,0,1,1,1,0,0,102900
GM - CHEVROLET CORSA WIND 1.0 MPFI / EFI 2P,GM - CHEVROLET,Hatch,1991,19588,1,Gasolina,Manual,Mecânica,Azul,2,0,1,1,0,0,1,0,1,0,0,0,10500
FORD ESCORT GLX 1.8I 16V 4P,FORD,Hatch,1998,180000,1.8,Gasolina,Manual,Hidráulica,Verde,4,7,1,1,1,1,0,0,0,0,0,0,9200
VW - VOLKSWAGEN GOL CITY (TREND) 1.0 MI TOTAL FLEX 8V 2P,VW - VOLKSWAGEN,Hatch,2011,100000,1,Flex,Manual,Hidráulica,Cinza,4,null,1,1,1,1,1,0,0,0,0,0,20000
FIAT SIENA ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2010,150000,1.4,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,1,0,0,1,0,0,0,27500
GM - CHEVROLET CORSA HAT. PREM. 1.0/1.0 FLEXPOWER 8V 5P,GM - CHEVROLET,Sedã,2006,1,1.8,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,0,1,0,0,0,14999
FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,Passeio,2015,73000,1,Flex,Manual,Hidráulica,Cinza,4,7,1,0,1,1,0,1,0,0,0,0,28500
HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Sedã,2014,130000,1,Flex,Manual,Elétrica,Branco,null,7,1,1,1,0,1,1,1,0,0,0,37900
FORD FIESTA TRAIL 1.0 8V FLEX 5P,FORD,Hatch,2007,160,1,Gasolina,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,0,1,0,0,0,13000
FORD FIESTA SEDAN SE 1.6 8V FLEX 4P,FORD,Sedã,2008,84000,1.6,Flex,Manual,Hidráulica,Cinza,4,5,1,1,1,1,1,1,1,0,0,0,18000
FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2013,120,1.4,Flex,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,1,0,0,31000
RENAULT SANDERO AUTHENTIQUE FLEX 1.0 12V 5P,RENAULT,Hatch,2016,72000,1,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,0,1,1,0,0,0,35500
FIAT BRAVO ABSOLUTE 1.8 FLEX 16V 5P,FIAT,Hatch,2012,88000,1.8,Flex,Manual,Elétrica,Branco,4,0,1,1,0,0,1,1,0,1,0,0,30500
VW - VOLKSWAGEN PARATI 1.6 MI PLUS TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,SUV,2000,200000,1.6,Gasolina,Manual,Hidráulica,Azul,4,5,1,1,1,1,1,0,1,1,0,0,15500
FORD FOCUS SEDAN 1.6/1.6 FLEX 8V/16V 4P MEC.,FORD,Sedã,2007,350000,1.6,Gasolina,Manual,Hidráulica,Preto,4,3,1,1,1,1,1,0,0,1,0,0,14000
FIAT STRADA ADVENTURE1.8/ 1.8 LOCKER FLEX CD,FIAT,Pick-up,2009,100000,1.8,Flex,Manual,Hidráulica,Preto,2,3,1,1,1,1,1,0,1,0,0,0,30800
VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,null,2010,154000,1.6,Flex,Manual,null,Prata,4,0,0,0,1,0,0,1,1,0,0,0,20000
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2005,1333000,1,Gasolina,Manual,Hidráulica,Prata,4,7,0,1,0,0,0,0,0,0,0,0,13500
NISSAN FRONTIER SE SERRANA CD 4X4 2.8 TB DIES,NISSAN,Pick-up,2003,350000,2,Diesel,Manual,Hidráulica,Cinza,4,9,1,1,1,1,1,1,1,0,0,0,38000
FIAT IDEA ELX 1.4 MPI FIRE FLEX 8V 5P,FIAT,Passeio,2006,168424,1.4,null,Manual,Hidráulica,Prata,4,3,1,1,1,1,1,0,1,1,1,0,18300
GM - CHEVROLET ONIX LOLLAPALOOZA 1.0 F.POWER 5P MEC.,GM - CHEVROLET,Hatch,2014,167000,1,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,0,0,36400
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2014,100000,2,Flex,Automático,Hidráulica,Cinza,4,6,1,1,1,1,1,1,1,1,1,0,60000
HYUNDAI HB20S VISION 1.6 FLEX 16V MEC,HYUNDAI,Hatch,2013,80000,1.6,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,0,0,35000
FORD FIESTA,FORD,null,2017,30,null,Flex,Manual,null,Branco,4,null,1,1,1,1,1,1,1,1,0,0,46000
FIAT BRAVO SX 1.6,FIAT,Passeio,2001,80800,1.6,Gasolina,Manual,Elétrica,Verde,null,8,1,0,1,0,0,0,0,0,0,0,7000
CITROEN C4 GLX 2.0 FLEX 16V 5P AUT.,CITROEN,Hatch,2011,115000,2,Flex,Automático,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,1,0,0,23200
VW - VOLKSWAGEN CROSSFOX I MOTION 1.6 MI T. FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2013,128500,1.6,Flex,Semi-Automático,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,0,0,34900
GM - CHEVROLET HATCH LT 1.0 12V FLEX 5P MEC,GM - CHEVROLET,Hatch,2021,300,1,Flex,Manual,Elétrica,Vermelho,4,7,1,1,1,0,1,1,1,0,0,0,63000
RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,Passeio,2008,111111,1.6,Flex,null,Hidráulica,Preto,4,1,1,1,1,1,1,0,1,0,0,0,17500
FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,Sedã,2011,0,1.6,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,0,1,1,1,0,0,0,23800
FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V 5P,FORD,Hatch,2008,1,1.6,Flex,Manual,Hidráulica,Preto,4,7,0,1,1,1,0,0,0,0,0,0,18500
GM - CHEVROLET CORSA,GM - CHEVROLET,Hatch,1999,174146,1,Gasolina,Manual,Mecânica,null,4,null,1,1,0,0,1,0,1,0,0,0,10500
TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V MEC.,TOYOTA,Sedã,2003,190000,1.8,Gasolina,Manual,Hidráulica,Cinza,4,9,1,1,1,1,1,1,1,0,0,0,0
GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2013,90,1,Flex,Manual,Hidráulica,Preto,4,2,1,1,1,1,1,1,1,0,1,0,35000
FORD FIESTA,FORD,Sedã,2011,0,1.6,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,0,1,1,0,0,21500
VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2010,0,1.6,Flex,Manual,Hidráulica,Prata,4,null,1,1,1,1,0,0,1,0,0,0,25000
FORD RANGER LIMITED 3.2 20V 4X4 CD AUT. DIES.,FORD,Pick-up,2015,180000,3,Diesel,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,1,0,106500
PEUGEOT 207 XS 1.6 FLEX 16V 5P AUT.,PEUGEOT,Hatch,2012,102000,1.6,Flex,Automático,Hidráulica,Azul,4,7,1,1,1,1,1,1,1,1,0,0,20800
KIA MOTORS PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,KIA MOTORS,Hatch,2015,25453,1,Flex,Automático,Elétrica,Branco,4,5,1,1,1,0,1,1,1,1,0,0,39490
MERCEDES-BENZ,MERCEDES-BENZ,Van/Utilitário,2010,55000,2,Diesel,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,0,0,0,0,0,45000
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 4P,VW - VOLKSWAGEN,Hatch,1994,1888668,1,Gasolina,Manual,Mecânica,Azul,2,6,0,0,0,0,1,0,0,0,0,0,6500
FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,FIAT,Sedã,2016,108989,1.6,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,0,0,0,40000
GM - CHEVROLET S10 P-UP TORNADO 2.8 TDI 4X2/4X4 CD DIES,GM - CHEVROLET,Pick-up,2008,340000,2,Diesel,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,0,1,1,0,0,50000
HYUNDAI SANTA FE GLS 3.3 V6 4X4 TIPTRONIC,HYUNDAI,SUV,2015,99000,3,Gasolina,Automático,Elétrica,Branco,4,6,1,1,1,1,1,1,1,1,1,0,110000
GM - CHEVROLET CORSA WIND 1.0 MPFI / EFI 2P,GM - CHEVROLET,Hatch,1994,0,1,Gasolina,Manual,Mecânica,Vermelho,2,null,0,1,0,0,0,0,1,0,0,0,6500
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,null,2012,166000,2,Flex,Automático,Hidráulica,Prata,4,6,1,1,1,1,1,1,1,1,0,0,54000
FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CE,FIAT,Pick-up,2016,102000,1.4,Flex,Manual,Hidráulica,Branco,2,9,1,1,1,1,0,1,1,1,0,0,46000
FIAT PALIO CELEBRATION 1.0 FIRE FLEX 8V 4P,FIAT,Hatch,2015,31000,1,Flex,Manual,Hidráulica,Verde,4,7,1,1,1,1,1,1,1,1,0,0,35500
NISSAN VERSA,NISSAN,Sedã,2013,120,1.6,Flex,Manual,Elétrica,Preto,4,3,1,1,1,0,1,1,1,1,0,0,32000
VW - VOLKSWAGEN FOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,null,2011,111000,null,null,null,Hidráulica,Cinza,4,9,1,1,1,0,0,1,1,0,0,0,32000
GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,Hatch,2008,128888,1,Flex,Manual,Mecânica,Prata,2,9,1,0,0,0,1,0,0,0,0,0,12500
VW - VOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 5P MEC.,VW - VOLKSWAGEN,Sedã,2019,44000,1.6,Gasolina,Manual,null,Branco,4,8,1,1,1,1,1,1,1,1,1,0,65000
GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2014,90000,1.8,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,52000
FIAT SIENA TETRAFUEL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2009,163000,1.4,Gás Natural,Manual,Hidráulica,Branco,4,null,1,1,1,1,1,0,1,0,0,0,16000
TOYOTA HILUX CD SR 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,Pick-up,2013,1,3,Diesel,Automático,Hidráulica,Preto,4,7,1,1,1,1,1,1,1,1,1,0,115000
GM - CHEVROLET PRISMA SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,Sedã,2007,250000,4,Flex,Manual,Hidráulica,Prata,4,6,1,1,1,1,1,0,1,0,0,0,18500
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2018,28500,1,Flex,Manual,Elétrica,Prata,4,6,1,1,1,1,1,1,1,0,0,0,45000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2011,146000,1,Flex,Manual,Hidráulica,Cinza,4,1,1,1,1,1,1,0,1,0,0,0,22500
NISSAN VERSA SL 1.6 16V FLEXSTART 4P AUT.,NISSAN,Passeio,2017,82000,1.6,Flex,Automático,Elétrica,Prata,4,8,1,1,1,0,1,1,1,0,1,0,53900
VW - VOLKSWAGEN FOX ROCK IN RIO 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2016,85600,1.6,Flex,Manual,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,41800
FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,FIAT,Passeio,2007,172000,1,Gasolina,Manual,Mecânica,Branco,4,0,1,1,1,0,1,0,0,0,0,0,13000
GM - CHEVROLET MERIVA MAXX 1.4 MPFI 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2012,174000,1.4,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,0,0,0,19000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2018,74,2,Flex,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,0,1,0,92900
FORD EDGE LIMITED 3.5 V6 24V AWD AUT.,FORD,SUV,2012,106000,3,Gasolina,Automático,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,40000
GM - CHEVROLET PRISMA SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,Sedã,2009,311111,1.4,Gás Natural,Manual,Hidráulica,Preto,4,0,0,0,1,1,1,0,0,0,0,0,13600
VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2019,0,1.6,Flex,Manual,Hidráulica,Vermelho,4,7,1,1,1,1,1,1,1,1,1,0,56000
FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2010,82300,1,Flex,Manual,Hidráulica,Prata,4,1,1,1,1,1,0,0,0,0,0,0,23000
VW - VOLKSWAGEN FOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2013,73000,1.6,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,0,0,0,35500
VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,Passeio,2011,200000,1,Gasolina,Manual,Mecânica,Vermelho,4,9,0,1,0,0,1,0,0,0,0,0,19000
BMW 118I SPORT 1.5 TB 12V AUT. 5P,BMW,Hatch,2010,190472,2,Gasolina,Automático,Hidráulica,Cinza,4,0,1,1,1,1,1,0,1,1,1,0,32000
FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Passeio,2007,135000,1,Flex,Manual,Hidráulica,Prata,4,0,1,1,1,1,0,0,1,0,0,0,16500
JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V MEC.,JEEP,SUV,2016,78000,1.8,Flex,Manual,Elétrica,Preto,4,2,1,1,1,1,1,1,1,1,0,0,55000
TOYOTA COROLLA GLI 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2017,71,1.8,Flex,Automático,Elétrica,Branco,4,1,1,1,1,1,1,1,1,1,1,0,72900
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Hatch,2008,0,1,Flex,Manual,Hidráulica,Preto,4,1,1,1,1,1,0,0,1,1,0,0,16200
FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2014,103000,1.4,Flex,Manual,Hidráulica,Cinza,4,1,1,1,1,1,0,1,1,1,0,0,32000
TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V AUT.,TOYOTA,Sedã,2015,88000,2,Flex,Automático,Hidráulica,Prata,4,null,1,1,1,1,1,1,1,1,1,0,69990
RENAULT SANDERO,RENAULT,null,2015,83,null,null,Semi-Automático,null,Prata,4,1,1,1,1,1,1,1,1,1,1,0,36000
VW - VOLKSWAGEN GOL 1.8 MI,VW - VOLKSWAGEN,Hatch,1996,150428,1.8,Flex,Manual,Hidráulica,Verde,2,9,1,0,0,1,0,0,0,0,0,0,11000
HYUNDAI I30 2.0 16V 145CV 5P AUT.,HYUNDAI,Hatch,2012,120000,2,Gasolina,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,0,0,0,35000
LAND ROVER DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,LAND ROVER,SUV,2013,80661,3,Diesel,Automático,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,1,1,139000
VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2010,149000,1.6,Flex,Manual,Hidráulica,Cinza,4,3,1,1,1,1,1,1,0,1,1,0,37000
NISSAN LIVINA GRAND S 1.8 16V FLEX FUEL AUT.,NISSAN,SUV,2014,85421,1.6,Gás Natural,Automático,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,1,0,31900
FIAT MAREA ELX 2.0 20V 4P,FIAT,Sedã,1999,150000,2,Gasolina,Manual,Hidráulica,Verde,4,9,1,1,1,1,0,0,1,0,0,0,7000
HONDA CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,HONDA,Sedã,2018,53000,2,Flex,Automático,Elétrica,Preto,4,1,1,1,1,0,1,1,1,0,1,0,99900
FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,2012,198000,1,Flex,Manual,Hidráulica,Vermelho,4,0,1,1,1,1,1,0,0,0,0,0,20900
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Sedã,2007,200000,1,Flex,Manual,Mecânica,Preto,4,8,0,0,0,0,1,0,0,0,0,0,11000
PEUGEOT 207 SED. PASSION XR SPORT 1.4 FLEX 8V 4P,PEUGEOT,Sedã,2010,9521,1.4,Flex,Manual,Hidráulica,Prata,4,6,1,1,1,1,1,0,1,1,0,0,15900
GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,Pick-up,2013,160000,1.8,Flex,Automático,Hidráulica,Cinza,4,2,1,1,1,1,1,1,1,1,0,0,38000
GM - CHEVROLET MERIVA MAXX 1.4 MPFI 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2010,0,1.4,Flex,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,0,1,0,0,0,18800
FORD KA TECNO 1.0I 8V ZETEC ROCAM,FORD,Hatch,2010,90000,1,Flex,Manual,Hidráulica,Preto,2,1,1,1,1,0,0,0,1,0,0,0,14900
MITSUBISHI,MITSUBISHI,null,1994,1250,null,Gasolina,Manual,Hidráulica,Vermelho,4,9,1,0,0,0,0,0,0,0,0,0,7000
CITROEN C4 CACTUS FEEL 1.6 16V FLEX AUT.,CITROEN,Hatch,2021,0,1.6,Flex,Automático,Elétrica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,50000
GM - CHEVROLET CRUZE HB SPORT LT 1.8 16V FLEXP. 5P MEC,GM - CHEVROLET,Hatch,2012,85000,1.8,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,0,1,0,41000
GM - CHEVROLET CORSA,GM - CHEVROLET,Sedã,2005,105999,null,Flex,Manual,Hidráulica,Azul,4,9,1,1,1,1,1,0,1,0,0,0,15000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2012,119000,1,Flex,Manual,Hidráulica,Cinza,4,2,1,1,1,1,0,1,1,0,0,0,21500
FIAT STILO DUALOGIC 1.8 FLEX 8V 5P,FIAT,Hatch,2010,21813,1.8,Flex,Semi-Automático,Elétrica,Prata,4,5,1,1,1,0,1,1,1,0,0,0,20000
GM - CHEVROLET SPIN LS 1.8 8V ECONO.FLEX 5P MEC.,GM - CHEVROLET,Van/Utilitário,2018,317000,1.8,Gás Natural,Manual,Hidráulica,Azul,4,5,1,1,1,1,1,1,1,1,1,0,55000
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2010,144000,1,Flex,Manual,Hidráulica,Verde,4,0,1,1,1,1,1,0,1,0,0,0,21000
FIAT LINEA ABSOLUTE 1.9/1.8 FLEX DUALOGIC 4P,FIAT,Sedã,2010,98000,1.9,Flex,Semi-Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,0,0,25000
VW - VOLKSWAGEN JETTA TRENDLINE 2.0 T.FLEX 8V 4P TIP.,VW - VOLKSWAGEN,Sedã,2014,71000,2,Flex,Automático,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,1,0,0,57000
GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2005,182000,1,Flex,Manual,Mecânica,Preto,4,4,1,1,1,1,1,1,1,1,1,1,14999
GM - CHEVROLET TRAILBLAZER LTZ 2.8 CTDI DIESEL AUT.,GM - CHEVROLET,SUV,2018,23000,2,Diesel,Automático,Elétrica,Branco,null,3,0,1,1,1,1,1,0,0,1,0,110000
GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Passeio,2002,11111111,1,Gasolina,Manual,Hidráulica,Preto,2,2,0,0,1,0,0,0,0,0,0,0,10300
TOYOTA ETIOS X 1.3 FLEX 16V 5P AUT.,TOYOTA,Hatch,2018,57000,1.3,Flex,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,1,1,0,47500
HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,Sedã,2014,145,2,Flex,Automático,Hidráulica,Cinza,4,7,1,1,1,1,1,1,1,1,1,0,58500
FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,Hatch,2017,88000,1,Flex,Manual,Elétrica,Branco,4,null,1,1,1,0,1,1,1,0,0,0,37000
FIAT STILO 1.8 ATTRACTIVE FLEX 8V 5P,FIAT,Hatch,2007,200000,null,Flex,Manual,Hidráulica,Outra,4,null,1,0,1,1,0,0,0,0,0,0,18000
TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V AUT.,TOYOTA,Sedã,2009,167000,1.8,Flex,Automático,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,1,0,39000
GM - CHEVROLET VECTRA ELEGANCE 2.0 MPFI,GM - CHEVROLET,Sedã,2010,0,2,Flex,Manual,Hidráulica,Verde,4,3,1,1,1,1,1,1,1,1,0,0,25000
FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,FIAT,Hatch,2003,234763,1,Gasolina,Manual,Mecânica,Branco,4,8,0,0,1,0,0,0,0,0,0,0,7800
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 2P,VW - VOLKSWAGEN,Antigo,1997,10000,1,Gasolina,Manual,Hidráulica,Verde,2,5,1,0,1,1,0,0,0,0,0,0,4500
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 2P,VW - VOLKSWAGEN,Antigo,1999,173287,1,Gasolina,Manual,Hidráulica,Vermelho,null,7,0,0,0,1,0,0,0,0,0,0,3800
TOYOTA HILUX CD SR 4X4 3.0 8V 90CV DIESEL,TOYOTA,Pick-up,2007,0,3,Diesel,Manual,Hidráulica,Prata,4,0,1,1,0,1,1,0,1,0,0,0,59200
FORD FIESTA CLASS 1.0 4P,FORD,Sedã,2009,103000,1,Flex,Manual,Hidráulica,Preto,4,7,1,1,1,1,1,1,1,0,0,0,16000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Passeio,2013,70000,1,Flex,Manual,Hidráulica,Verde,4,0,1,1,1,1,0,1,1,1,0,0,30000
RENAULT SANDERO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2011,72,1,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,0,0,1,0,0,0,22000
HONDA FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT,HONDA,Hatch,2015,70000,1.5,Flex,Automático,Hidráulica,Cinza,4,5,1,1,1,1,1,1,1,1,1,0,53000
RENAULT CLIO AUTH. /AIR HI-FLEX 1.6 16V 5P,RENAULT,Sedã,2005,0,null,Gasolina,Manual,Hidráulica,Branco,4,null,1,1,1,1,1,1,1,0,0,0,3800
VW - VOLKSWAGEN PARATI 1.8 MI T. FIELD TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Antigo,1987,200000,1.8,Gasolina,Manual,Mecânica,Azul,2,3,0,0,0,0,1,0,0,0,0,0,7500
TOYOTA ETIOS X 1.3 FLEX 16V 5P MEC.,TOYOTA,Hatch,2015,50000,1.3,Flex,Manual,Elétrica,null,4,0,1,1,1,0,1,1,1,1,1,0,20000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,null,2015,0,1,Flex,Manual,Hidráulica,Outra,4,2,1,1,1,1,1,1,1,1,1,0,10000
FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,FIAT,Passeio,2006,172787,1,Flex,Manual,Mecânica,Branco,4,5,1,1,0,0,1,0,1,0,1,0,15500
FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,Hatch,2009,95000,1,Flex,Manual,Mecânica,Prata,2,2,1,1,0,0,0,0,0,0,0,0,13400
VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,null,2012,211163,1.6,Flex,Manual,Hidráulica,Vermelho,4,6,1,1,1,1,1,1,1,1,0,0,31999
PEUGEOT BOXER 2.3 FURG.TB DIES. MED/ LONGOT.ALTO,PEUGEOT,null,2010,74950,null,Diesel,null,Hidráulica,Branco,null,7,1,0,0,1,0,0,0,0,1,0,59000
PEUGEOT,PEUGEOT,null,2007,2000,null,null,null,null,Cinza,4,4,1,1,1,0,1,0,1,0,0,0,14000
MITSUBISHI GALANT ES,MITSUBISHI,Sedã,1995,126700,2,Gasolina,Automático,Hidráulica,Outra,4,null,1,1,1,1,1,1,1,0,0,0,35000
GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Passeio,2003,217479,1,Gasolina,Manual,Mecânica,Branco,2,9,1,1,1,0,1,0,1,1,0,0,16000
