Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,Vidro elétrico,Trava elétrica,Ar condicionado,Direção hidráulica,Som,Air bag,Alarme,Sensor de ré,Câmera de ré,Blindado,Valor
GM - CHEVROLET A-20 CUSTOM STD. CD/ DE LUXE CD,GM - CHEVROLET,Hatch,2012,60000,1,Flex,Automático,Hidráulica,Prata,4,5,0,0,1,1,0,1,1,0,0,0,20000
RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2020,12000,1,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,0,1,1,1,1,0,0,41000
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2012,89000,1,Flex,Manual,Hidráulica,Vermelho,4,7,1,1,0,1,1,1,1,0,0,0,23000
GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P MEC.,GM - CHEVROLET,Passeio,2015,122000,1.8,Flex,Manual,Hidráulica,Cinza,4,9,1,1,1,1,1,1,0,0,0,0,37000
RENAULT KWID ZEN 1.0 FLEX 12V 5P MEC.,RENAULT,Passeio,2018,33000,1,Flex,Manual,Elétrica,Branco,4,4,1,1,1,0,1,1,1,1,0,0,37500
VW - VOLKSWAGEN GOLF,VW - VOLKSWAGEN,Hatch,2000,200000,2,Gasolina,Manual,Hidráulica,Cinza,null,null,1,1,1,1,0,1,0,0,0,0,13000
FIAT PUNTO ESSENCE DUALOGIC 1.6 FLEX 16V 5P,FIAT,Passeio,2014,110256,1.6,Flex,Automático,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,0,0,35000
FIAT PALIO 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 4P,FIAT,Hatch,2017,133124,1,Flex,Manual,Hidráulica,Branco,4,3,1,0,1,1,0,1,0,0,0,0,28800
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2011,80000,1,Flex,Manual,Hidráulica,Vermelho,4,6,1,1,1,1,1,0,1,0,0,0,23000
HYUNDAI HB20S EVOLUTION 1.0 TB FLEX 12V AUT,HYUNDAI,Sedã,2021,0,1,Flex,Automático,Elétrica,Branco,4,null,1,1,1,0,1,1,1,0,0,0,78090
GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2013,74000,1.4,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,0,1,1,0,0,29500
VW - VOLKSWAGEN POLO 1.6 MSI FLEX 16V 5P,VW - VOLKSWAGEN,Hatch,2018,60504,1.6,Flex,Manual,null,Branco,4,9,1,1,1,0,1,1,1,0,0,0,54000
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Passeio,2017,48134,1,Flex,Manual,Elétrica,Branco,4,8,1,1,1,0,1,1,1,1,0,0,37800
JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2016,51183,1.8,Flex,Automático,Elétrica,Verde,4,8,1,1,1,0,1,1,1,1,1,0,65990
GM - CHEVROLET CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,Hatch,2014,110000,1.8,Flex,Automático,Elétrica,Verde,4,6,1,1,1,0,1,1,1,1,1,0,51500
FIAT BRAVO ABSOLUTE DUALOGIC 1.8 FLEX 16V 5P,FIAT,Hatch,2012,57000,1.8,Flex,Semi-Automático,Elétrica,Prata,4,6,1,1,1,1,1,1,1,1,1,0,28000
FIAT PALIO 1.6 MPI 16V 4P,FIAT,Hatch,2014,88304,1.6,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,0,1,0,0,0,33999
JEEP GRAND CHEROKEE LAREDO 3.6 4X4 V6 AUT.,JEEP,SUV,2015,75000,3,Gasolina,Automático,Elétrica,Branco,4,5,1,1,1,1,1,1,1,1,1,0,109990
VW - VOLKSWAGEN UP! 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2015,96000,1,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,0,0,32500
HYUNDAI HB20X PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,Passeio,2014,72569,1.6,Flex,Automático,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,1,0,0,45000
VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2015,68000,1,Flex,Manual,Elétrica,Branco,4,1,1,1,1,0,0,1,1,0,0,0,28500
FIAT UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,null,2020,12000,null,Flex,Manual,Hidráulica,Vermelho,4,7,1,1,1,1,1,1,0,0,0,0,42500
GM - CHEVROLET CORSA SEDAN 1.0 MPFI 8V 71CV 4P,GM - CHEVROLET,Sedã,2001,180000,1,Gasolina,Manual,Hidráulica,Preto,4,4,0,0,1,1,0,0,0,0,0,0,13000
TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V AUT.,TOYOTA,Sedã,2009,150000,1.8,Flex,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,37000
FORD 1.6 SE HATCH 16V FLEX 4P POWERSHIFT,FORD,Hatch,2014,80000,1.6,Flex,Automático,Elétrica,Branco,null,3,1,1,1,0,1,1,0,0,0,0,32500
VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2019,23000,1.6,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,54000
GM - CHEVROLET EQUINOX PREMIER 2.0 TURBO AWD 262CV AUT.,GM - CHEVROLET,SUV,2019,14000,null,null,Automático,null,Prata,4,9,1,1,1,1,1,1,1,1,1,0,130000
FIAT SIENA ATTRACTIVE 1.4 FIRE FLEX 8V 4P,FIAT,Sedã,2013,1000,1.4,null,Manual,Hidráulica,Cinza,4,8,1,1,1,1,1,1,1,0,1,0,29500
VW - VOLKSWAGEN TOUAREG 4.2 32V V8 TIPTRONIC 5P,VW - VOLKSWAGEN,SUV,2009,76000,4,Gasolina,Automático,Elétrica,Preto,4,6,1,1,1,0,1,1,1,1,1,1,56000
HYUNDAI HB20S,HYUNDAI,Sedã,2016,48000,1.6,Flex,Automático,Hidráulica,Branco,4,8,0,1,1,1,1,1,1,1,1,0,55500
,null,Sedã,2010,980000,1.6,Flex,null,Hidráulica,null,4,null,1,1,0,0,1,1,1,0,1,0,35000
FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,FIAT,Passeio,2004,0,1,Gasolina,Manual,Hidráulica,Prata,4,7,0,1,1,1,0,0,1,0,0,0,0
PEUGEOT 207 QUIKSILVER 1.4 FLEX 8V 5P,PEUGEOT,Sedã,2010,116,1.4,Flex,Manual,null,Vermelho,4,1,1,1,1,1,1,0,0,0,0,0,15000
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2009,137000,1,Flex,Manual,Hidráulica,Verde,4,0,1,1,1,1,0,0,1,0,0,0,21500
VW - VOLKSWAGEN GOL 1.6 MSI FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2018,81000,1.6,Flex,Manual,Elétrica,Branco,4,5,1,1,1,0,1,1,1,0,0,0,41990
GM - CHEVROLET CHEVETTE L / SL / SL/E / DL / SE 1.6,GM - CHEVROLET,Antigo,1981,0,1.6,Gasolina,Manual,Mecânica,Azul,2,0,0,0,0,0,1,0,0,0,0,0,8500
MITSUBISHI L200,MITSUBISHI,Passeio,2012,93,3,Diesel,Manual,Hidráulica,null,4,null,1,1,1,1,1,1,1,1,1,0,72000
FORD FIESTA SEDAN SE 1.6 16V FLEX 4P,FORD,Sedã,2011,142,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,32000
VW - VOLKSWAGEN GOL 1.6 MI POWER TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2007,180000,1.6,Flex,Manual,Hidráulica,Preto,4,3,1,1,1,1,0,0,1,0,0,0,18700
GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Passeio,2014,100000,null,Flex,Automático,null,null,4,0,1,1,0,0,0,1,1,0,0,0,48000
FORD ECOSPORT SE DIRECT 1.5 FLEX 5P AUT.,FORD,SUV,2019,25000,1.5,Flex,Automático,Elétrica,Branco,4,6,1,1,1,1,1,1,1,1,1,0,74990
FORD FUSION TITANIUM 2.0 GTDI ECO. FWD AUT.,FORD,Sedã,2014,139000,2,Flex,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,1,0,69000
FIAT GRAND SIENA,FIAT,Sedã,2016,66000,1.6,Flex,Manual,Hidráulica,Branco,4,null,1,1,1,1,1,1,1,0,0,0,38000
TOYOTA COROLLA,TOYOTA,Sedã,2004,165000,1.8,Gasolina,Manual,Hidráulica,Prata,4,6,1,1,1,1,0,1,1,0,0,0,25000
FORD FIESTA SEDAN SE 1.6 16V FLEX 4P,FORD,Sedã,2014,32000,1.6,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,1,1,1,0,0,0,29700
TOYOTA HILUX CD SRV 4X4 2.8 TDI DIESEL AUT.,TOYOTA,Pick-up,2016,110000,2,Diesel,Automático,Elétrica,Cinza,4,0,1,1,1,1,1,1,1,0,1,0,162000
BRM BUGGY/M-8/M-8 LONG 1.6,BRM,Buggy,1986,200,1.6,Gasolina,Manual,Mecânica,Branco,2,5,1,1,1,1,1,1,1,1,1,0,25000
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Hatch,2013,118380,1,Flex,Manual,Hidráulica,Vermelho,4,6,1,1,1,1,1,0,1,0,0,0,25500
FORD FIESTA SE 1.6 16V FLEX 5P,FORD,Hatch,2017,36000,1.6,Flex,Manual,Elétrica,Branco,4,9,1,1,1,0,1,1,1,1,0,0,43000
VW - VOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 5P MEC.,VW - VOLKSWAGEN,Sedã,2018,25600,1.6,Flex,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,1,0,0,57000
VW - VOLKSWAGEN POLO SED. COMFORT. 1.6 MI TOT. FLEX 8V,VW - VOLKSWAGEN,Sedã,2006,240000,1.6,Flex,Manual,Hidráulica,Preto,4,6,1,1,1,1,0,1,1,0,0,0,14000
VW - VOLKSWAGEN FOX ROUTE 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2008,0,1,Flex,Manual,Hidráulica,Amarelo,4,5,0,1,1,1,1,0,1,0,0,0,18500
TOYOTA HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,SUV,2020,24000,2,Diesel,Automático,Assistida,Branco,4,7,1,1,1,0,1,1,1,1,1,0,212000
FORD RANGER XLT 3.2 20V 4X4 CD DIESEL,FORD,Pick-up,2018,127000,3,Diesel,Automático,Elétrica,Branco,null,0,1,1,1,0,1,1,1,1,1,0,146000
FIAT PUNTO BLACKMOTION 1.8 FLEX 16V 5P.,FIAT,Hatch,2015,68500,1.8,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,0,1,1,1,1,0,0,39900
GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.,GM - CHEVROLET,Van/Utilitário,2018,69036,1.8,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,61000
RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2014,93000,1.6,Flex,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,27990
FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,Hatch,2016,40336,1.5,Flex,Manual,Elétrica,Branco,4,null,1,1,1,0,1,1,1,1,0,0,38900
NISSAN FRONTIER LE CD 4X4 2.5 TB DIESEL AUT.,NISSAN,null,2013,137000,null,Diesel,Automático,null,null,null,null,1,1,1,1,1,1,1,1,0,0,79500
CITROEN C4 LOUNGE EXCLUSIVE 1.6 TURBO 4P AUT.,CITROEN,null,2016,1,null,null,null,null,Vermelho,4,9,1,1,1,0,0,1,1,0,0,0,15750
HYUNDAI CRETA ACTION 1.6 16V FLEX AUT,HYUNDAI,SUV,2020,0,1.6,Flex,Automático,Elétrica,Branco,4,null,1,1,1,0,1,1,1,0,0,0,85990
GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2001,20000,1,Gasolina,Manual,Mecânica,Vermelho,2,5,1,0,0,0,0,0,0,0,0,0,7200
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2012,102000,1,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,0,1,1,0,0,21000
FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2020,16000,1,Flex,Manual,Elétrica,Branco,4,6,1,1,1,0,1,1,1,0,0,0,45990
GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.,GM - CHEVROLET,Sedã,2015,95213,1.8,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,1,1,1,1,1,0,0,36900
MERCEDES-BENZ C-200 AVANTGARDE 2.0 TB 16V 184CV AUT.,MERCEDES-BENZ,Sedã,2017,48000,2,Gasolina,Automático,Elétrica,Preto,4,2,1,1,1,1,1,1,1,0,1,0,129900
HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,Hatch,2014,63800,1.5,Flex,Automático,Elétrica,Prata,4,6,1,1,1,0,0,1,1,0,0,0,42990
FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CD,FIAT,Pick-up,2018,89000,1.4,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,0,0,58000
KIA MOTORS OPTIMA 2.4 16V 180CV AUT.,KIA MOTORS,Sedã,2013,100000,2,Gasolina,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,65000
FIAT PALIO 1.0 CEL. ECON./ITALIA F.FLEX 8V 4P,FIAT,Hatch,1998,5000,1,Gasolina,Manual,Hidráulica,Vermelho,4,1,1,1,0,1,0,0,0,0,0,0,7500
FIAT PUNTO ATTRACTIVE ITALIA 1.4 F.FLEX 8V 5P,FIAT,Hatch,2016,100000,1.4,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,0,0,0,37500
NISSAN KICKS SV LIMITED 1.6 16V FLEX 5P AUT.,NISSAN,SUV,2017,66000,1.6,Flex,Automático,Elétrica,Outra,4,9,1,1,1,1,1,1,1,1,1,0,73990
TOYOTA ETIOS XS SEDAN 1.5 FLEX 16V 4P AUT.,TOYOTA,Sedã,2018,33000,1.5,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,50000
NISSAN FRONTIER SE/SE STRIK/ONE CD 4X4 2.8 DIES,NISSAN,Van/Utilitário,2004,277000,2,Diesel,Manual,Hidráulica,Azul,4,1,1,1,1,1,1,1,1,0,0,0,37850
VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2019,33100,1.6,Flex,Manual,Hidráulica,Cinza,4,3,1,1,1,1,1,1,1,0,0,0,45900
VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2017,160,1.6,Flex,Manual,Hidráulica,null,4,3,1,1,1,1,1,1,1,0,0,0,40000
FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,2006,140,1,Flex,Manual,Mecânica,Preto,null,null,0,0,1,0,0,0,0,0,0,0,10500
VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,Pick-up,2015,143000,1.6,Flex,Manual,Hidráulica,Branco,2,5,0,0,1,1,1,1,0,0,0,0,34000
RENAULT KWID ZEN 1.0 FLEX 12V 5P MEC.,RENAULT,Passeio,2020,50239,1,Flex,Manual,Elétrica,Prata,4,9,1,1,1,1,1,1,1,1,0,0,40000
PEUGEOT 207 XR 1.4 FLEX 8V 5P,PEUGEOT,Hatch,2009,144751,1.4,Flex,Manual,Hidráulica,Preto,4,7,1,1,1,1,0,1,1,0,0,0,16900
HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,HYUNDAI,Passeio,2014,59780,null,Gasolina,Automático,null,null,4,5,0,0,0,0,0,1,0,0,0,0,42800
VW - VOLKSWAGEN VOYAGE TRENDLINE 1.6 T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2019,0,1.6,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,1,0,0,48500
GM - CHEVROLET CLASSIC,GM - CHEVROLET,Sedã,1999,100000,1,Gasolina,Manual,Hidráulica,Cinza,4,5,1,1,1,1,1,0,0,0,0,0,8000
FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,FORD,Sedã,2012,91000,2,Flex,Automático,Hidráulica,Branco,4,7,1,1,1,1,0,1,1,1,0,0,31500
AUDI A4 AMBIENTE 2.0 TFSI 190CV S TRONIC,AUDI,Sedã,2018,29000,2,Gasolina,Automático,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,1,0,142000
VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2009,189000,1,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,0,1,0,0,0,20700
HYUNDAI HB20S UNIQUE 1.0 FLEX 12V MEC.,HYUNDAI,Passeio,2019,36256,1,Flex,Manual,Elétrica,Cinza,4,9,1,1,1,1,1,1,1,1,0,0,51000
TOYOTA ETIOS X PLUS SEDAN 1.5 FLEX 16V 4P AUT.,TOYOTA,null,2008,0,1.5,Flex,Automático,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,1,0,14000
FIAT UNO EVOLUTION 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2015,47000,1.4,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,0,1,1,1,0,0,29500
FIAT GRAND SIENA,FIAT,Passeio,2014,74000,1.6,Flex,Manual,Elétrica,Vermelho,4,3,1,1,1,1,1,1,1,1,0,0,37500
GM - CHEVROLET MERIVA COLLECTION 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2012,170000,1.4,Gás Natural,Manual,Hidráulica,Branco,4,6,1,0,1,1,1,0,0,0,0,0,10000
RENAULT SANDERO STEPWAY HI-FLEX 1.6 16V 5P,RENAULT,Hatch,2012,1,1.6,Flex,Manual,Hidráulica,Prata,null,6,1,1,1,1,0,1,1,0,0,0,29500
GM - CHEVROLET CORSA HAT. PREMIUM 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2010,118000,1.4,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,0,1,0,0,0,23000
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2013,1000,1,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,0,1,1,0,0,0,20000
GM - CHEVROLET ONIX,GM - CHEVROLET,Hatch,2021,0,1,Flex,Automático,Elétrica,Outra,4,0,1,1,1,1,1,1,1,1,1,0,52000
FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2013,140000,1.4,Flex,Manual,Hidráulica,Prata,4,3,1,1,1,1,1,1,1,0,0,0,32000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2010,51000,1,Flex,Manual,Hidráulica,Prata,null,6,1,1,1,1,1,0,1,1,0,0,18500
VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2019,37,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,0,0,0,44900
FIAT PALIO ESSENCE 1.6 FLEX 16V 5P,FIAT,Passeio,2013,70000,1.6,Flex,Manual,null,null,4,3,1,1,0,0,1,1,1,1,0,0,29500
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2019,20580,1,Flex,Manual,Elétrica,Prata,4,3,1,1,1,1,1,1,0,0,0,0,42500
PEUGEOT 207 SW XR SPORT 1.4 FLEX 8V 5P,PEUGEOT,Sedã,2013,145000,null,Flex,Manual,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,1,1,0,23500
VW - VOLKSWAGEN PARATI 1000 MI 16V 2P E 4P,VW - VOLKSWAGEN,Passeio,1998,24696,1,Gasolina,Manual,Mecânica,Cinza,2,1,0,0,0,0,1,0,0,0,0,0,10500
VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2012,77000,1.6,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,1,0,0,46200
VW - VOLKSWAGEN FOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2006,103,1.6,Flex,Manual,Hidráulica,Azul,4,6,0,1,1,1,0,0,0,0,0,0,17500
GM - CHEVROLET MONZA CLASSIC/ SL/E/SR 1.8,GM - CHEVROLET,Passeio,1990,260822,1.8,Gasolina,Manual,Hidráulica,Cinza,4,4,1,0,0,1,1,0,0,0,0,0,11900
KIA MOTORS CERATO 1.6 16V FLEX AUT.,KIA MOTORS,Sedã,2012,119,1.6,Flex,Automático,Hidráulica,Vermelho,4,7,1,1,1,1,1,1,1,0,0,0,35000
NISSAN SENTRA 2.0/ 2.0 FLEX FUEL 16V AUT.,NISSAN,Sedã,2009,130000,2,Flex,Automático,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,0,0,0,27500
FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CD,FIAT,Pick-up,2018,40000,1.4,Flex,Manual,Hidráulica,Prata,2,5,1,1,1,1,1,1,1,0,0,0,58500
KIA MOTORS CERATO SX 2.0 16V FLEX AUT,KIA MOTORS,Sedã,2015,56700,1.6,Flex,Automático,Elétrica,Cinza,4,8,1,1,1,1,1,1,1,1,0,0,56500
GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,Pick-up,2013,120,2,Diesel,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,1,0,93000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2012,80000,1,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,0,1,0,0,0,23900
CHERY QQ 1.0 ACT 12V 69CV 5P,CHERY,null,2018,2900,1,Flex,Manual,Hidráulica,Vermelho,4,7,0,0,0,0,1,1,0,0,0,0,24500
CITROEN XSARA PICASSO EXC./ETOILE 2.0 16V MEC.,CITROEN,Van/Utilitário,2002,200,2,Gasolina,Manual,Hidráulica,Vermelho,4,null,1,1,1,1,1,1,1,1,0,0,10000
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 4P,VW - VOLKSWAGEN,Hatch,2015,93,null,Flex,Manual,Hidráulica,Preto,4,3,1,1,1,1,1,1,1,0,0,0,29800
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,Hatch,2018,35090,1.4,Flex,Automático,Elétrica,Azul,4,2,1,1,1,0,1,1,1,1,1,0,56500
VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T.FLEX 16V CD,VW - VOLKSWAGEN,Van/Utilitário,2018,81000,1.6,Flex,Manual,Hidráulica,Branco,2,7,1,1,1,1,1,1,1,1,0,0,74999
FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,FIAT,Pick-up,2018,76,1.4,Flex,Manual,Hidráulica,Prata,null,5,1,1,1,0,1,1,1,0,0,0,48000
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 2P,VW - VOLKSWAGEN,Hatch,2005,50000,1,Gasolina,Manual,Mecânica,Prata,4,0,0,0,1,0,0,0,0,0,0,0,4000
HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,null,2015,80,null,Flex,Automático,null,null,4,9,1,1,1,0,1,1,1,0,0,0,50000
FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2013,152420,1,Flex,Automático,Hidráulica,Vermelho,4,4,1,1,1,1,1,1,1,0,0,0,15000
HONDA FIT DX 1.4 FLEX 16V 5P MEC.,HONDA,Hatch,2014,103000,1.4,Flex,Manual,Elétrica,Cinza,4,3,1,1,1,1,1,1,1,1,0,0,35800
NISSAN VERSA SV 1.6 16V FLEXSTART 4P AUT.,NISSAN,Sedã,2017,45000,1.6,Flex,Automático,Elétrica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,48999
VW - VOLKSWAGEN UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2015,78294,1,Flex,Manual,Hidráulica,Branco,4,null,1,1,1,1,1,1,1,0,0,0,33000
GM - CHEVROLET CORSA WIND 1.0 MPFI / EFI 2P,GM - CHEVROLET,Hatch,1994,246960,1,Gasolina,Manual,Mecânica,Vermelho,2,6,1,1,0,0,0,0,1,0,0,0,6200
JEEP COMPASS TRAILHAWK 2.0 4X4 DIES. 16V AUT.,JEEP,SUV,2018,68000,2,Diesel,Automático,Elétrica,Branco,4,0,1,1,1,0,1,1,1,1,1,0,134990
FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,Hatch,2013,0,1,Flex,Manual,Hidráulica,Vermelho,2,5,1,1,1,1,0,0,0,0,0,0,20999
HYUNDAI HB20 R SPEC 1.6 AUTOMATICO.,HYUNDAI,Passeio,2018,46000,1.6,Flex,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,1,0,59000
HONDA HR-V EXL 1.8 FLEXONE 16V 5P AUT.,HONDA,Passeio,2020,4000,1.8,Flex,Automático,Elétrica,Vermelho,4,2,1,1,1,0,1,1,1,1,1,0,116000
KIA MOTORS SPORTAGE EX 2.0 16V MEC.,KIA MOTORS,Passeio,2010,0,2,Gasolina,Manual,Hidráulica,Prata,4,1,0,0,1,1,1,1,1,0,0,0,27500
FIAT UNO MILLE ELX 2P E 4P,FIAT,null,2012,25000,null,null,null,null,null,2,6,1,1,0,0,0,0,0,0,0,0,11000
VW - VOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,VW - VOLKSWAGEN,SUV,2021,700,1.4,Flex,Automático,Elétrica,Cinza,4,8,1,1,1,0,1,1,1,1,1,0,139000
HYUNDAI 2.0 MPFI GLS 16V FLEX 4P AUTOMATICO,HYUNDAI,SUV,2017,56500,2,Flex,Automático,Elétrica,Cinza,4,9,1,1,1,0,1,1,1,1,1,0,80000
GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,Sedã,2010,75104,1.4,Flex,Manual,Hidráulica,Preto,4,6,1,1,1,1,1,0,1,1,1,0,23500
VW - VOLKSWAGEN AMAROK HIGH.CD 2.0 16V TDI 4X4 DIES. AUT,VW - VOLKSWAGEN,Van/Utilitário,2011,211005,1.2,Diesel,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,0,0,0,64000
