Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,Vidro elétrico,Trava elétrica,Ar condicionado,Direção hidráulica,Som,Air bag,Alarme,Sensor de ré,Câmera de ré,Blindado,Valor
FIAT UNO MILLE SX YOUNG 1.0 IE,FIAT,Passeio,1997,2356,1,Gasolina,Manual,Mecânica,Vermelho,2,9,0,0,0,0,0,0,1,0,0,0,5500
RENAULT SANDERO STEPWAY HI-FLEX 1.6 16V 5P,RENAULT,Hatch,2012,110000,1.6,Flex,Manual,Hidráulica,Vermelho,4,9,1,1,1,1,1,0,1,1,1,0,32000
PEUGEOT 208 PREMIER 1.6 FLEX 16V 5P,PEUGEOT,Hatch,2014,98000,1.6,Flex,Manual,Elétrica,Outra,4,6,1,1,1,0,1,1,1,1,0,0,36900
GM - CHEVROLET ASTRA,GM - CHEVROLET,null,1999,1,null,null,null,null,null,null,null,1,1,1,1,1,0,1,1,1,0,13000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2001,0,1,Gasolina,Manual,Hidráulica,Cinza,4,1,1,0,1,1,0,0,1,0,0,0,10500
HONDA WR-V EX 1.5 FLEXONE 16V 5P AUT.,HONDA,Hatch,2018,36000,1.5,Flex,Automático,Elétrica,Outra,4,1,1,1,1,0,1,1,1,1,0,0,75900
RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2008,90900,1.6,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,0,1,0,0,0,18000
TOYOTA COROLLA GLI 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2018,50000,1.8,Flex,Automático,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,0,1,0,85000
GM - CHEVROLET CORSA SED CLASS.SPIRIT 1.0/1.0 FLEXPOWER,GM - CHEVROLET,Sedã,2005,110000,1,Gasolina,Manual,Mecânica,Prata,4,9,0,0,1,0,0,0,0,0,0,0,13000
RENAULT SANDERO DYNAMIQUE HI-POWER 1.6 8V 5P,RENAULT,Hatch,2015,68000,1.6,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,0,0,47600
FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,FIAT,Passeio,2019,73619,1,Flex,Manual,Hidráulica,Cinza,4,7,1,0,1,1,1,0,0,0,0,0,38200
VW - VOLKSWAGEN GOLF 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2010,130000,1.6,Flex,Manual,Hidráulica,Cinza,4,2,1,1,1,1,1,0,1,1,0,0,36000
RENAULT CLIO CAMPUS HI-FLEX 1.0 16V 3P,RENAULT,Hatch,2011,255641,1,Flex,Manual,Hidráulica,Preto,2,2,0,1,1,1,1,0,1,0,0,0,10000
VW - VOLKSWAGEN FOX PRIME/HGHI. IMOTION 1.6 T.FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2012,114000,1.6,Flex,Semi-Automático,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,0,0,33500
VW - VOLKSWAGEN FOX CONNECT 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2019,40300,1.6,Flex,Manual,Elétrica,Branco,4,0,1,1,1,0,1,1,1,1,0,0,56000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2013,1,2,Flex,Automático,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,0,0,0,59500
VW - VOLKSWAGEN POLO SEDAN I MOTION 1.6 TOTAL FLEX 4P,VW - VOLKSWAGEN,Sedã,2013,125000,1.6,Flex,null,Hidráulica,Outra,4,7,1,1,1,1,1,1,1,1,0,0,32000
VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V CD,VW - VOLKSWAGEN,Pick-up,2021,1412,1.6,Flex,Manual,Hidráulica,Branco,2,null,1,1,1,1,0,1,1,0,0,0,82000
VW - VOLKSWAGEN SAVEIRO HIGHLINE 1.6 T. FLEX 8V CD,VW - VOLKSWAGEN,Pick-up,2018,25000,1.6,Flex,Manual,Hidráulica,Branco,2,9,1,1,1,1,1,1,1,1,0,0,74900
HYUNDAI IX35 2.0 16V 170CV 2WD/4WD AUT.,HYUNDAI,SUV,2011,93000,2,Flex,Automático,Elétrica,Preto,4,8,1,1,1,1,1,1,1,1,0,0,55000
GM - CHEVROLET CORSA HAT. MAXX 1.0/ 1.0 FLEXPOWER 8V 5P,GM - CHEVROLET,Hatch,2009,115200,1,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,1,0,1,0,0,0,18000
GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Passeio,2018,43000,1,Flex,Manual,Elétrica,Prata,4,8,1,1,1,0,1,1,1,1,1,0,52300
FIAT ARGO DRIVE 1.3 FIREFLY GSR,FIAT,Hatch,2018,20000,1.3,Flex,Manual,Elétrica,Branco,null,6,1,1,1,1,1,1,1,1,1,0,55990
RENAULT DUSTER DYNAMIQUE 2.0 HI-FLEX 16V AUT.,RENAULT,SUV,2013,80000,2,Flex,Automático,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,1,1,0,39500
VW - VOLKSWAGEN VOYAGE 1.6/1.6 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2013,109,1.6,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,0,0,0,31000
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Hatch,2006,0,1,Flex,Manual,Hidráulica,Vermelho,4,4,1,1,1,1,0,0,0,0,0,0,14000
HYUNDAI HB20,HYUNDAI,Hatch,2015,90000,1.6,Gasolina,Manual,Hidráulica,Branco,4,0,1,1,1,0,0,1,0,0,0,0,37500
FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT,Van/Utilitário,2020,56000,1.4,Flex,Manual,Hidráulica,Branco,2,5,1,1,1,1,0,1,1,1,0,0,70000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2005,194000,1,Gasolina,Manual,Mecânica,Branco,4,8,0,1,1,0,0,0,1,0,0,0,8000
GM - CHEVROLET CORSA SED. PREMIUM 1.8 MPFI 8V FLEXPOWER,GM - CHEVROLET,Sedã,1998,0,1,Gasolina,Manual,Mecânica,Verde,4,4,0,1,1,0,0,0,0,1,0,0,12500
FIAT MOBI EASY ON 1.0 FIRE FLEX 5P.,FIAT,Hatch,2017,40000,1,Flex,Manual,Hidráulica,Azul,4,6,0,0,1,1,1,0,0,0,0,0,35000
MERCEDES-BENZ C-240 ELEGANCE 2.4 V6 24V 4P AUT.,MERCEDES-BENZ,Sedã,1999,225100,2,Gasolina,Automático,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,0,0,55000
VW - VOLKSWAGEN POLO CLASSIC/ SPECIAL 1.8 MI,VW - VOLKSWAGEN,Sedã,1998,1,1.8,Gasolina,Manual,Hidráulica,Prata,4,9,1,0,0,1,0,0,0,0,0,0,5000
FORD KA SEL 1.5 16V FLEX 5P,FORD,Hatch,2015,80000,1.5,Flex,Manual,Elétrica,Preto,4,null,1,1,1,1,1,1,1,0,0,0,35900
KIA MOTORS SORENTO EX 2.5 140/170CV 4X4 AUT.DIESEL,KIA MOTORS,SUV,2008,96000,2,Diesel,Automático,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,1,0,40000
HONDA CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,HONDA,Sedã,2017,33000,1.5,Gasolina,Automático,Elétrica,Branco,4,3,1,1,1,1,1,1,1,1,0,0,62800
GM - CHEVROLET S10 BLAZER DTI 2.8 4X2 TURBO DIESEL,GM - CHEVROLET,Van/Utilitário,2001,97521,2,Diesel,Manual,Hidráulica,Prata,4,1,1,1,1,1,0,0,0,0,0,0,31500
NISSAN TIIDA S 1.8/1.8 FLEX 16V AUT.,NISSAN,Hatch,2008,137,1.8,Gasolina,Automático,Elétrica,Preto,4,8,1,1,1,0,1,1,1,1,0,0,22000
GM - CHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.,GM - CHEVROLET,Pick-up,2019,12000,2,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,145900
NISSAN FRONTIER LE CD 4X4 2.5 TB DIESEL MEC.,NISSAN,null,2010,157000,null,Diesel,Manual,Hidráulica,null,4,0,1,1,1,1,1,1,1,1,1,0,64000
HYUNDAI TUCSON 2.0 16V AUT.,HYUNDAI,SUV,2012,97000,2,Gasolina,Automático,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,1,0,35000
KIA MOTORS CERATO 1.6 16V MEC.,KIA MOTORS,Sedã,2011,87376,1.6,Gasolina,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,0,1,0,0,34900
VW - VOLKSWAGEN GOLF 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2002,10000,1.6,Gasolina,Manual,Hidráulica,Preto,4,7,1,1,1,1,1,0,1,0,0,0,16000
VW - VOLKSWAGEN FOX BLUEMOTION 1.6 MI TOTAL FLEX 5P.,VW - VOLKSWAGEN,Hatch,2013,126000,1.6,Flex,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,34500
VW - VOLKSWAGEN FOX CONNECT 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2018,35000,1.6,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,0,1,1,0,0,49000
VW - VOLKSWAGEN GOL CITY 1.0 TOTAL FLEX 12V 4P,VW - VOLKSWAGEN,Hatch,2008,79000,1,Flex,Manual,Hidráulica,Cinza,4,6,0,1,1,0,0,0,0,0,0,0,17500
TOYOTA YARIS XLS 1.5 FLEX 16V 5P AUT.,TOYOTA,Hatch,2019,45000,1.5,Flex,Automático,Elétrica,Cinza,4,9,1,1,1,0,1,1,1,1,1,0,79990
TOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUT,TOYOTA,Pick-up,2015,99750,3,Diesel,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,1,130000
GM - CHEVROLET ASTRA 500 SEDAN 2.0 MPFI 16V 4P,GM - CHEVROLET,Sedã,2005,88000,2,Gasolina,Manual,Hidráulica,Preto,4,3,1,1,1,1,1,1,1,0,0,0,18500
FORD FUSION SEL 2.0 ECOBO. 16V 248CV AUT.,FORD,Sedã,2017,100,2,Gasolina,Automático,Elétrica,Branco,4,5,1,1,1,0,1,1,1,1,1,0,88990
GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,Sedã,2008,0,1.4,Flex,Manual,Hidráulica,Preto,4,0,1,1,1,1,0,0,1,0,0,0,18000
FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2010,196800,1,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,0,0,1,1,0,0,15700
HYUNDAI IX35 2.0 16V 170CV 2WD/4WD AUT.,HYUNDAI,SUV,2011,134000,2,Gasolina,Automático,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,50000
FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,Pick-up,2018,58000,1.8,Flex,Automático,Elétrica,Verde,4,0,1,1,1,0,1,1,1,1,0,0,89000
FORD FIESTA SEDAN SE 1.0 8V FLEX 4P,FORD,Sedã,2008,233830,1,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,0,1,0,0,0,18000
FIAT PALIO ATTRA./ITALIA 1.4 EVO F.FLEX 8V 5P,FIAT,Hatch,2013,98,1.4,Flex,Manual,Hidráulica,Prata,null,6,1,1,1,1,1,1,1,1,1,0,29500
TOYOTA COROLLA GLI 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2018,60000,2,Gasolina,Automático,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,1,1,0,94000
VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2010,131000,1.6,Flex,Manual,Hidráulica,Preto,4,6,1,1,1,1,0,0,0,0,0,0,23900
FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Passeio,2007,0,1,Flex,Manual,Mecânica,Vermelho,4,7,1,0,0,0,0,0,0,0,0,0,11500
TOYOTA COROLLA GLI 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2006,173000,1.8,Gasolina,Automático,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,0,0,0,27500
TOYOTA COROLLA GLI UPPER 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2011,150000,1.8,Flex,Automático,Elétrica,Prata,4,5,1,1,1,1,1,1,1,0,1,0,40000
FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,FORD,Sedã,2009,15000,2,Gasolina,Automático,Hidráulica,Prata,4,4,1,1,1,1,1,1,1,1,1,0,36500
VW - VOLKSWAGEN SAVEIRO CL 1.6 MI / CL/ C 1.6,VW - VOLKSWAGEN,Pick-up,1994,155000,1.6,Gasolina,Manual,Mecânica,Outra,2,8,0,1,0,0,1,0,0,0,0,0,8000
GM - CHEVROLET OMEGA GLS 2.2 / 2.0,GM - CHEVROLET,Antigo,1993,99999,2,Gasolina,Manual,Hidráulica,Prata,4,5,1,1,0,1,0,0,1,0,0,0,15000
VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2012,42000,1.6,Flex,Manual,Hidráulica,Cinza,4,0,1,1,1,1,1,0,1,1,0,0,35000
GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2011,136000,1,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,0,1,0,0,0,21500
VW - VOLKSWAGEN JETTA COMFORTLINE 1.4 TSI 16V 4P AUT.,VW - VOLKSWAGEN,Sedã,2011,100,2,Flex,Automático,Elétrica,Preto,4,3,1,1,1,0,1,1,1,1,0,0,43000
GM - CHEVROLET KADETT GLS 1.8 EFI / SL/E 1.8,GM - CHEVROLET,Passeio,1994,717390,1.8,Gasolina,Manual,Hidráulica,Azul,2,6,0,0,0,1,0,0,0,0,0,0,3000
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2011,78000,1,Flex,Manual,Hidráulica,Preto,4,7,1,1,1,1,0,0,1,0,0,0,23000
KIA MOTORS SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,KIA MOTORS,SUV,2020,20000,2,Flex,Automático,Elétrica,Cinza,4,8,1,1,1,0,1,1,1,1,1,0,0
NISSAN TIIDA SL 1.8/1.8 FLEX 16V MEC.,NISSAN,Hatch,2012,150000,1.8,Gás Natural,Manual,Elétrica,Prata,4,8,1,1,1,0,1,1,1,0,0,0,28000
MERCEDES-BENZ C-180 1.6 TURBO 16V/FLEX 16V AUT.,MERCEDES-BENZ,null,2016,77000,null,Flex,Automático,null,Azul,4,0,1,1,1,1,1,1,1,0,1,0,114000
VW - VOLKSWAGEN AMAROK TRENDLINE CD 2.0 16V TDI 4X4 DIES,VW - VOLKSWAGEN,Pick-up,2014,196000,2,Diesel,Automático,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,0,0,0,76000
GM - CHEVROLET CLASSIC,GM - CHEVROLET,null,2014,132025,1.5,Gás Natural,null,Hidráulica,Branco,4,4,1,0,1,0,0,0,0,0,0,0,23000
VW - VOLKSWAGEN FOX HIGHLINE1.6 FLEX 16V 5P,VW - VOLKSWAGEN,Hatch,2016,33000,1.6,Flex,Manual,Elétrica,Prata,4,0,1,1,1,0,1,1,1,1,0,0,48500
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2010,120000,1,Flex,Manual,Hidráulica,Preto,4,7,1,1,1,1,1,0,1,0,0,0,20000
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2013,97084,1,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,0,0,1,0,0,0,24800
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2010,160000,1,Gás Natural,Manual,Hidráulica,Cinza,4,0,1,1,1,1,1,0,1,0,0,0,19000
GM - CHEVROLET CORSA HAT. MAXX 1.0/ 1.0 FLEXPOWER 8V 5P,GM - CHEVROLET,Hatch,2009,115200,1,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,1,0,1,0,0,0,18000
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Passeio,2010,118074,1,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,0,0,0,0,0,0,18000
VW - VOLKSWAGEN UP! CROSS 1.0 TSI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2019,43800,1,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,0,0,55000
TOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2013,98000,2,Flex,Automático,Elétrica,Cinza,4,8,1,1,1,0,1,1,1,1,0,0,57000
CITROEN C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,CITROEN,Sedã,2008,194000,2,Flex,Automático,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,1,0,0,17500
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2017,68000,1,Flex,Manual,Hidráulica,Vermelho,4,8,1,1,1,1,1,1,1,1,0,0,42000
JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.,JEEP,SUV,2017,78737,2,Diesel,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,129000
HYUNDAI SANTA FE GLS 2.7 V6 4X4TIPTRONIC,HYUNDAI,SUV,2009,140000,2,Gasolina,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,0,0,0,34000
JAC J3 1.4 16V 5P MEC.,JAC,Hatch,2012,150000,1.4,Gasolina,Manual,Hidráulica,null,4,null,1,1,1,1,1,1,1,1,1,0,0
GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2013,117046,1.8,Flex,Automático,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,1,0,0,43900
FORD FIESTA SEDAN 1.6 16V FLEX AUT.,FORD,Sedã,2016,76000,1.6,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,38000
TOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUT,TOYOTA,Van/Utilitário,2013,160000,3,Diesel,Automático,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,1,0,120000
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 4P,VW - VOLKSWAGEN,Passeio,2000,0,1,Gasolina,Manual,Mecânica,Cinza,4,4,1,1,0,0,1,0,0,0,0,0,5500
FIAT PUNTO 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2010,135000,1.4,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,0,1,0,1,0,25500
GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2013,84000,1,Flex,Manual,Hidráulica,Preto,4,7,1,1,1,1,1,0,1,0,0,0,23000
FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,FIAT,Passeio,2003,22222222,1,Gasolina,Manual,Hidráulica,Prata,4,3,1,1,1,1,0,0,0,1,0,0,11500
FORD RANGER XLT 2.5 16V 4X2 CD FLEX,FORD,Pick-up,2015,173000,2,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,69000
NISSAN VERSA SV 1.6 16V FLEX FUEL 4P MEC.,NISSAN,Sedã,2014,0,1.6,Flex,Manual,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,1,38500
FIAT UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P,FIAT,Passeio,2012,117000,1,Flex,Manual,Mecânica,Branco,2,2,1,1,0,0,1,1,1,0,0,0,18300
FIAT 500 CULT 1.4 FLEX 8V EVO DUALOGIC,FIAT,Passeio,2012,80,1.4,Flex,Semi-Automático,Hidráulica,Vermelho,2,9,1,1,1,1,1,1,1,1,0,0,31000
FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2010,150,1,Flex,Manual,Hidráulica,Verde,4,3,1,1,1,1,1,0,1,1,0,0,23500
HYUNDAI HB20 R SPEC 1.6 FLEX 16V MEC.,HYUNDAI,Hatch,2016,57300,1.6,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,0,0,0,44000
FIAT PALIO,FIAT,Passeio,2007,11111111,1,Gasolina,Manual,Hidráulica,Preto,4,0,1,1,1,1,1,0,1,0,0,0,18000
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,Hatch,2018,25000,1.4,Flex,Automático,Hidráulica,Branco,4,null,1,1,1,1,1,1,1,1,1,0,59500
GM - CHEVROLET CORSA GL 1.6 MPFI / 1.4 EFI 2P E 4P,GM - CHEVROLET,Sedã,2010,1111111,1.4,Flex,Manual,Hidráulica,Vermelho,4,0,1,1,1,1,1,0,1,0,0,0,23000
GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2018,40000,1,Flex,Manual,Elétrica,Outra,4,5,1,1,1,1,1,1,1,1,0,0,53000
VW - VOLKSWAGEN AMAROK CD2.0 16V/S CD2.0 16V TDI 4X4 DIE,VW - VOLKSWAGEN,Pick-up,2014,196000,2,Diesel,Manual,Hidráulica,Branco,4,1,1,1,1,1,0,1,0,0,0,0,62000
HYUNDAI TUCSON GLS 1.6 TURBO 16V AUT.,HYUNDAI,SUV,2020,64000,1.6,Gasolina,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,120000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Passeio,2001,10000,1,Gasolina,Manual,Mecânica,Cinza,4,4,1,1,0,0,0,0,0,0,0,0,9500
RENAULT LOGAN,RENAULT,null,2018,1000,null,null,null,null,Branco,4,0,0,1,1,0,1,1,1,0,0,0,30000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2018,61620,2,Flex,Automático,null,null,4,null,1,1,1,1,1,1,1,1,1,0,90000
GM - CHEVROLET CORSA SUPER 1.0 MPFI / 2P E 4P,GM - CHEVROLET,Hatch,2001,249000,1,Gasolina,Manual,Mecânica,Cinza,4,8,1,1,1,0,1,0,1,0,0,0,11000
VW - VOLKSWAGEN SPACEFOX TREND I MOTION 1.6 T. FLEX 8V,VW - VOLKSWAGEN,Passeio,2011,180000,1.6,Flex,Semi-Automático,Hidráulica,Preto,4,7,1,1,1,1,1,1,0,0,0,0,26500
HONDA CITY SEDAN EX 1.5 FLEX 16V 4P MEC.,HONDA,Sedã,2011,100000,1.5,Flex,Manual,Hidráulica,Cinza,4,2,1,1,1,1,1,1,1,0,1,0,33900
NISSAN FRONTIER LE CD 4X4 2.5 TB DIESEL AUT.,NISSAN,Pick-up,2013,200,2,Diesel,Automático,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,0,1,0,77500
RENAULT EXPRESS 1.6/ RL 1.6,RENAULT,Sedã,2009,150000,1,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,0,0,1,0,0,17500
HONDA CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P,HONDA,Sedã,2017,59000,1.5,Flex,Automático,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,1,1,0,110000
GM - CHEVROLET ONIX,GM - CHEVROLET,Hatch,2015,70000,1.4,Gasolina,Manual,Hidráulica,Cinza,4,2,1,1,1,0,0,1,1,0,0,0,45000
FIAT GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8V,FIAT,Sedã,2016,23000,1.4,Flex,Manual,null,Branco,4,4,1,1,1,1,1,1,1,0,0,0,45000
HYUNDAI I30 2.0 16V 145CV 5P MEC.,HYUNDAI,Hatch,2010,145000,2,Gasolina,Manual,Elétrica,Prata,4,0,1,1,1,1,1,1,1,1,1,1,31000
JEEP RENEGADE CUSTOM 2.0 4X4 TB DIESEL AUT.,JEEP,SUV,2018,54000,2,Diesel,Automático,Elétrica,Branco,4,4,1,1,1,0,1,1,1,1,0,0,97800
FORD ECOSPORT XL 1.6/ 1.6 FLEX 8V 5P,FORD,Pick-up,2004,153004,1.6,Gasolina,Manual,Hidráulica,Preto,4,8,1,1,1,1,0,1,1,0,1,0,15000
VW - VOLKSWAGEN SAVEIRO CROSSOVER 1.6 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Van/Utilitário,2016,126500,1.6,Flex,Manual,Hidráulica,Branco,2,6,1,1,1,1,1,1,1,1,1,0,60000
FIAT UNO MILLE 1.0 ELECTRONIC 4P,FIAT,Passeio,1994,300000,1,Gasolina,Manual,Mecânica,Azul,4,8,1,0,0,0,0,0,0,0,0,0,6000
GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2015,80000,1.4,Flex,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,1,1,1,41000
FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Hatch,2013,119000,1.6,Flex,Manual,Hidráulica,Vermelho,4,6,1,1,1,1,1,1,1,1,1,0,22900
HONDA FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT,HONDA,Hatch,2015,58000,1.5,Flex,Automático,Elétrica,Branco,4,2,1,1,1,0,1,1,1,1,1,0,55900
VW - VOLKSWAGEN GOL 1000 MI 16V 4P TURBO,VW - VOLKSWAGEN,Hatch,2001,100000,1,Gasolina,Manual,Hidráulica,Azul,4,6,1,1,1,1,1,0,1,0,0,0,13800
GM - CHEVROLET HATCH LT 1.0 12V FLEX 5P MEC,GM - CHEVROLET,Hatch,2015,60000,1,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,0,0,0,0,38000
FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,FIAT,Sedã,2012,300840,1,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,0,0,0,0,0,0,26500
FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,FIAT,Passeio,2006,242600,1,Flex,Manual,Mecânica,Prata,4,1,0,1,0,0,1,0,0,0,0,0,11000
RENAULT MASTER 2.5 DCI 16V 115CV 16L DIESEL,RENAULT,Passeio,2005,1234567,2,Diesel,Manual,Hidráulica,Prata,2,2,1,1,1,1,1,1,1,1,1,0,0
TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,Pick-up,1995,120000,3,Diesel,Manual,Hidráulica,Vermelho,4,3,0,1,1,1,0,0,0,0,0,0,30000
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,null,2008,110,1,Flex,Manual,Mecânica,Preto,4,0,1,1,1,0,1,0,1,0,0,0,14000
