Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,Vidro elétrico,Trava elétrica,Ar condicionado,Direção hidráulica,Som,Air bag,Alarme,Sensor de ré,Câmera de ré,Blindado,Valor
VW - VOLKSWAGEN UP! CONNECT 1.0 TSI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2020,3780,1,Flex,Manual,Elétrica,Branco,4,4,1,1,1,1,1,1,1,0,0,0,58500
GM - CHEVROLET CORSA SED CLASS.SPIRIT 1.0/1.0 FLEXPOWER,GM - CHEVROLET,Sedã,1996,0,1.6,Gasolina,Manual,Hidráulica,Prata,4,null,1,1,1,1,1,0,0,0,0,0,9800
VW - VOLKSWAGEN FOX XTREME 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2018,27000,1.6,Flex,Manual,Elétrica,Branco,4,3,1,1,1,1,1,1,1,1,1,0,56000
VW - VOLKSWAGEN POLO 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2020,49,1,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,63900
FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,FORD,Sedã,2015,82000,2,Flex,Automático,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,0,0,48000
FORD FIESTA CLASS 1.0 4P,FORD,Hatch,2008,117000,null,Flex,null,Mecânica,Prata,4,0,0,1,1,0,1,0,1,0,0,0,15000
KIA MOTORS SPORTAGE LX 2.0 16V 142CV 5P,KIA MOTORS,SUV,2010,122000,2,Gasolina,Automático,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,1,1,35000
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,Pick-up,2017,59000,2,Diesel,Automático,Elétrica,Branco,4,8,1,1,1,0,1,1,1,1,1,0,115000
PEUGEOT 308 CC 1.6 TURBO 16V 2P AUT.,PEUGEOT,null,2014,18000,null,Álcool,Automático,Hidráulica,Branco,2,4,1,1,1,1,1,1,1,1,1,0,130000
KIA MOTORS CERATO 1.6 16V MEC.,KIA MOTORS,Sedã,2010,175000,1.6,Gasolina,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,1,1,1,1,0,32000
FORD ESCORT RS 1.8I 16V,FORD,Passeio,1997,0,1.8,Gasolina,Manual,Hidráulica,Vermelho,4,8,1,1,0,0,0,0,1,0,0,0,9000
FORD FOCUS GHIA SED. 2.0 16V/ 2.0 16V FLEX 4P,FORD,Passeio,2009,180000,2,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,19000
FORD CORCEL,FORD,Antigo,1975,0,1.4,Gasolina,Manual,Mecânica,Amarelo,2,8,0,0,0,0,1,0,0,0,0,0,30000
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Hatch,2012,131967,1,Flex,Manual,Hidráulica,Prata,4,6,0,1,1,1,1,1,1,0,0,0,23800
HONDA ACCORD SEDAN EX 2.0 16V 156CV AUT.,HONDA,Sedã,2008,175500,2,Gasolina,Automático,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,1,0,0,35000
FIAT UNO ATTRACTIVE 1.4 EVO FIRE FLEX 8V 4P,FIAT,Hatch,2011,98000,1.4,Flex,Manual,Mecânica,Cinza,4,6,1,1,0,0,0,0,0,0,0,0,21800
GM - CHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CV,GM - CHEVROLET,SUV,2010,165,2,Flex,Automático,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,1,1,0,28000
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Antigo,1997,9999999,1,Gasolina,Manual,Mecânica,Azul,2,1,0,1,0,0,0,0,0,0,0,0,6900
CHERY TIGGO 2 ACT 1.5 16V FLEX AUT.5P,CHERY,SUV,2019,14000,1.5,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,1,1,0,62000
FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Sedã,2011,105200,1.6,Flex,Manual,Hidráulica,Preto,4,3,1,1,1,1,0,0,1,0,0,0,21000
FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Hatch,1996,85523,1.6,Gasolina,Manual,Hidráulica,Verde,4,0,1,1,1,1,0,0,0,0,0,0,6500
TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,Sedã,2015,313000,1.5,Gás Natural,Manual,Elétrica,Branco,4,6,1,1,1,1,1,1,1,0,0,0,31000
VW - VOLKSWAGEN SAVEIRO STARTLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,Passeio,2016,55000,1.6,Flex,Manual,Hidráulica,Branco,2,8,1,1,1,1,0,1,0,0,0,0,40900
VW - VOLKSWAGEN POLO SED. COMFORT. 1.6 MI TOT. FLEX 8V,VW - VOLKSWAGEN,Sedã,2007,150,1.6,Gasolina,Manual,Hidráulica,Preto,4,2,1,1,1,1,1,0,1,0,0,0,20500
MITSUBISHI ASX 2.0 16V 160CV AUT.,MITSUBISHI,SUV,2014,76000,2,Gasolina,Automático,Hidráulica,Cinza,4,5,1,1,1,1,1,1,0,1,0,1,60000
VW - VOLKSWAGEN CROSSFOX,VW - VOLKSWAGEN,null,2010,100000,1.6,Flex,Manual,Hidráulica,Prata,4,5,1,1,1,1,0,0,1,0,0,0,26500
FIAT SIENA ATTRACTIVE 1.4 FIRE FLEX 8V 4P,FIAT,Sedã,2013,90000,1.4,Flex,Manual,Hidráulica,Outra,4,6,1,1,1,1,0,1,1,0,0,0,32600
FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,Pick-up,2018,70000,1.4,Flex,Manual,Mecânica,Branco,2,4,0,0,0,0,0,1,0,0,0,0,41000
HONDA CIVIC SED. LXL/ LXL SE 1.8 FLEX 16V AUT.,HONDA,Passeio,2011,128000,1.8,Flex,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,34500
PEUGEOT BOXER 2.3 MINIBUS 15/16L TB DIESEL.,PEUGEOT,Van/Utilitário,2013,198000,2,Diesel,Manual,Hidráulica,Cinza,4,5,1,1,1,1,1,1,1,0,1,0,60000
FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Passeio,2016,68523,1.4,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,0,0,40000
PEUGEOT 207 SW XR 1.4 FLEX 8V 5P,PEUGEOT,Hatch,2011,125968,1.4,Flex,Manual,Hidráulica,Preto,4,3,1,1,1,1,0,0,0,0,0,0,6000
VW - VOLKSWAGEN GOL SPECIAL 1.0 MI 4P,VW - VOLKSWAGEN,Hatch,2000,150000,1,Gasolina,Manual,Mecânica,Branco,2,5,1,1,0,0,1,0,1,0,0,0,9000
TOYOTA COROLLA SE-G 1.8/1.8 FLEX 16V AUT.,TOYOTA,Passeio,2005,297000,1.8,Gasolina,Automático,Hidráulica,Prata,null,null,0,1,0,1,0,1,1,1,0,0,18000
FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,Passeio,2019,80157,null,Flex,Automático,null,null,4,8,1,1,1,0,0,1,1,0,0,0,98500
GM - CHEVROLET CLASSIC ADVANTAGE 1.0 VHC FLEXPOWER 4P,GM - CHEVROLET,Sedã,2013,0,1,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,0,0,22500
FORD MONDEO GHIA 2.0 16V 143CV 4P AUT,FORD,Sedã,2002,135000,2,Gasolina,Automático,Hidráulica,Azul,4,7,1,1,1,1,1,1,1,0,0,0,18000
GM - CHEVROLET CORSA WIND 1.0 MPFI / EFI 2P,GM - CHEVROLET,Hatch,1997,11111,1,Gasolina,Manual,Mecânica,Verde,2,9,1,0,0,0,1,0,0,0,0,0,7000
FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CD,FIAT,Passeio,2017,88361,null,Flex,Manual,null,null,2,9,1,1,1,1,0,1,1,0,0,0,67500
FIAT GRAND SIENA ESSEN.SUBLIME 1.6 FLEX,FIAT,Sedã,2003,111111111,1,Gasolina,Manual,Hidráulica,Azul,4,3,1,1,1,1,1,0,1,0,0,0,14000
HYUNDAI HB20 OCEAN 1.0 FLEX 12V 5P MEC.,HYUNDAI,Hatch,2016,30000,1,Flex,Manual,Hidráulica,Cinza,4,0,1,1,1,1,1,1,1,1,1,0,35000
HONDA FIT DX 1.4 FLEX 16V 5P MEC.,HONDA,Hatch,2005,198000,1.4,Gasolina,Manual,Elétrica,Preto,4,1,1,0,1,1,1,1,0,0,0,0,15000
VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,null,2005,15500,1,Gasolina,Manual,null,Cinza,4,2,1,1,1,0,0,0,1,0,0,0,14500
PEUGEOT BOXER 2.3 MINIBUS 15/16L TB DIESEL.,PEUGEOT,Van/Utilitário,2014,130000,2,Diesel,Manual,Hidráulica,Branco,null,9,1,1,1,1,1,1,1,0,0,0,70000
VW - VOLKSWAGEN UP! MOVE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2015,73000,1,Flex,Manual,Elétrica,Branco,4,2,1,1,1,0,1,1,1,0,0,0,32500
FORD FIESTA CLASS 1.6 8V 98CV 5P,FORD,Passeio,2006,185915,1.6,Flex,Manual,Hidráulica,Preto,4,2,0,0,1,1,0,1,1,0,0,0,10000
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2014,50000,1.4,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,1,1,1,0,0,39000
GM - CHEVROLET D-20 S / LUXE 3.9/4.0 DIESEL,GM - CHEVROLET,Pick-up,1990,120000,3,Diesel,Manual,Hidráulica,Vermelho,2,9,0,0,0,1,0,0,0,0,0,0,45000
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,Pick-up,2019,54000,2,Diesel,Automático,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,142000
VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2013,128000,1.6,Flex,Manual,Hidráulica,Cinza,4,4,1,1,1,1,1,1,1,1,0,0,36000
NISSAN VERSA UNIQUE 1.6 16V FLEXSTART 4P AUT.,NISSAN,Sedã,2018,39000,1.6,Flex,Automático,Hidráulica,Preto,4,0,1,1,1,1,0,0,1,1,0,0,52500
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Passeio,2004,198000,1,Gasolina,Manual,Mecânica,Cinza,4,8,0,1,0,0,0,0,1,0,0,0,10500
GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,Hatch,2013,70000,1.8,Flex,Automático,Hidráulica,Prata,4,4,1,1,1,0,1,1,1,1,1,0,35000
KIA MOTORS BONGO K-2700 2.7 4X2/4X4 DIESEL,KIA MOTORS,Van/Utilitário,2006,11111111,2,Diesel,Manual,Hidráulica,Branco,2,8,0,0,0,1,0,0,0,0,0,0,41800
VW - VOLKSWAGEN GOL 1.6 MI POWER TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2013,200,1.6,Flex,Manual,Hidráulica,Vermelho,4,9,1,1,1,1,1,1,1,0,0,0,28000
VW - VOLKSWAGEN POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Hatch,2019,36000,1,Flex,Automático,Elétrica,Branco,4,8,1,1,1,0,1,1,1,1,1,0,82990
HONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.,HONDA,SUV,2016,69000,1.8,Flex,Automático,Hidráulica,Cinza,4,6,1,1,1,1,1,1,1,1,1,0,76900
GM - CHEVROLET CELTA 1.0/SUPER/N.PIQ.1.0 MPFI VHC 8V 3P,GM - CHEVROLET,Hatch,2002,100000,1,Gasolina,Manual,Mecânica,Prata,2,4,0,1,1,0,0,0,0,0,0,0,10200
FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,FIAT,Sedã,2013,133285,1.6,Flex,Manual,Hidráulica,Vermelho,4,5,1,1,1,1,1,1,1,1,0,0,35000
FORD FUSION TITANIUM 2.0 GTDI ECO. FWD AUT.,FORD,Sedã,2018,30000,2,Gasolina,Automático,Elétrica,Preto,4,7,1,1,1,1,1,1,1,1,1,0,100000
GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,GM - CHEVROLET,Passeio,2019,28000,1.4,Flex,Automático,Elétrica,Branco,4,1,1,1,1,1,1,1,1,1,1,0,58000
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Passeio,2007,49000000,1,Flex,Manual,Mecânica,Prata,4,4,1,0,1,0,1,0,0,0,0,0,13500
GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.,GM - CHEVROLET,Sedã,2018,0,1.8,Gás Natural,Manual,Elétrica,Branco,4,9,1,1,1,0,1,1,1,1,1,0,47000
TOYOTA HILUX CD DX 4X4 3.0 8V 90CV DIESEL,TOYOTA,Passeio,2014,215000,3,Diesel,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,140000
CHERY TIGGO 2 LOOK 1.5 16V FLEX MEC. 5P,CHERY,SUV,2020,14700,1.5,Flex,Manual,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,61900
RENAULT SANDERO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2014,74000,1,Flex,Manual,Hidráulica,Azul,4,4,1,1,1,1,1,1,1,0,0,0,28500
FIAT UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P,FIAT,Passeio,2012,200000,1,Flex,Automático,Hidráulica,Preto,4,6,1,1,1,1,0,0,0,0,0,0,21000
HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,Sedã,2016,98000,2,Flex,Automático,Elétrica,Cinza,4,null,1,1,1,0,1,1,1,0,1,0,65000
FIAT BRAVO ESSENCE 1.8 FLEX 16V 5P,FIAT,Passeio,2013,79000,1.8,Flex,Manual,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,31000
MITSUBISHI LANCER 2.0 16V 160CV MEC.,MITSUBISHI,Sedã,2013,130000,2,Gasolina,Manual,Hidráulica,Cinza,4,0,1,1,1,1,1,0,0,0,1,0,38000
HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,Hatch,2014,0,1.6,Flex,Manual,null,Branco,4,6,1,1,1,0,1,1,1,1,0,0,37500
FIAT BRAVO T-JET 1.4 16V TURBO 5P,FIAT,Hatch,2012,106,1.4,Gasolina,Manual,Elétrica,Preto,4,0,1,1,1,0,1,1,1,1,0,0,35000
KIA MOTORS CERATO 1.6 16V AUT.,KIA MOTORS,Sedã,2010,129000,1.6,Gasolina,Automático,Hidráulica,Prata,4,1,1,1,1,1,1,0,1,1,0,0,30000
VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,Passeio,2016,86000,1,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,0,0,0,32000
FIAT PUNTO 1.4 FIRE FLEX 8V 5P,FIAT,Passeio,2010,130,null,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,25500
FIAT SIENA ESSENCE 1.6 FLEX 16V 4P,FIAT,Sedã,2013,100000,1.6,Flex,Manual,Hidráulica,Vermelho,4,5,1,1,1,1,1,1,1,1,0,0,35000
FIAT SIENA EL 1.6 SPI,FIAT,Sedã,2000,42000060,1.6,Gasolina,Manual,Hidráulica,Cinza,4,7,1,1,1,1,0,0,0,0,0,0,8300
GM - CHEVROLET CORSA HAT. MAXX 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2011,165000,1.4,Flex,Manual,Hidráulica,Verde,4,2,1,1,1,1,0,0,1,0,0,0,25000
FIAT SIENA ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2010,105,1.4,Flex,Manual,Hidráulica,Verde,4,1,1,1,1,1,1,0,1,1,0,0,27000
FORD KA TECNO 1.0I 8V ZETEC ROCAM,FORD,Hatch,2011,136720,1,Flex,Manual,Hidráulica,Preto,2,4,1,1,1,1,1,0,1,0,0,0,14000
HYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4P,HYUNDAI,Sedã,2017,57000,1,Flex,Manual,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,48500
GM - CHEVROLET CORSA GLS 1.6 MPFI 5P,GM - CHEVROLET,Hatch,1998,0,1,Gasolina,Manual,Mecânica,Verde,4,4,0,0,0,0,0,0,0,1,0,0,13000
FORD KA GL 1.0I ZETEC ROCAM,FORD,Passeio,2007,134155,1,Gasolina,Manual,Mecânica,Preto,2,9,1,1,1,0,1,0,0,0,0,0,8200
FORD FUSION SEL 2.0 ECOBO. 16V 248CV AUT.,FORD,Sedã,2018,24000,2,Gasolina,Automático,Elétrica,Cinza,4,7,1,1,1,0,1,1,1,1,1,0,96000
FIAT PALIO EX 1.0 MPI 4P,FIAT,null,1996,0,null,Gasolina,Manual,Mecânica,Outra,4,7,0,1,0,0,1,0,0,0,0,0,9000
FIAT STILO 1.8/ 1.8 SP/ CONNECT 16V 122CV 5P,FIAT,Sedã,2009,54289,1.8,Flex,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,0,1,0,0,1,7000
VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,Pick-up,2016,50000,1.6,Flex,Manual,Hidráulica,Branco,2,5,0,0,1,1,1,1,0,0,0,0,0
CHERY CELER HATCH ACT 1.5 16V FLEX 5P,CHERY,Passeio,2015,105000,null,Flex,Manual,null,Cinza,4,7,1,1,1,1,0,1,1,0,0,0,0
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2006,1,1,Flex,Manual,Mecânica,Cinza,4,5,0,0,0,0,1,0,0,0,0,0,11200
FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Passeio,2015,150000,1.4,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,1,0,0,0,0,30000
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2012,120000,1,Flex,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,0,1,1,0,0,22000
RENAULT MASTER 2.5 DCI 16V 115CV 16L DIESEL,RENAULT,Van/Utilitário,2012,180000,2,Diesel,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,0,0,0,75000
VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2014,97000,1,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,0,0,0,0,29500
VW - VOLKSWAGEN GOL (NOVO) 1.6 POWER/HIGHI T.FLEX 8V 4P,VW - VOLKSWAGEN,null,2022,0,null,null,null,null,Branco,null,0,1,1,1,1,1,1,1,1,1,1,0
FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,Pick-up,2019,19000,1.8,Flex,Automático,Hidráulica,Branco,4,null,1,1,1,1,1,1,1,1,1,0,95000
VW - VOLKSWAGEN UP! MOVE 1.0 TSI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2016,105000,1,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,0,0,39000
FORD ECOSPORT XL 1.6/ 1.6 FLEX 8V 5P,FORD,Hatch,2004,111111,1.6,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,0,0,0,16000
FIAT SIENA ELX 1.0 MPI FIRE/FIRE FLEX 8V 4P,FIAT,Sedã,2010,130000,1,Flex,Manual,Hidráulica,Prata,null,8,1,1,1,1,1,0,1,0,0,0,23500
FIAT SIENA,FIAT,Sedã,2010,142710,1,Flex,Manual,Hidráulica,Outra,4,4,1,1,1,1,1,0,1,0,0,0,22000
FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2011,158458,1.4,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,0,1,0,0,0,27000
HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2017,77000,1,Flex,Manual,Elétrica,Branco,4,2,1,1,1,0,1,1,1,1,0,0,43000
GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,Sedã,2011,180,1.4,Gás Natural,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,0,1,0,0,0,14000
FIAT SIENA EL CELEB. 1.0 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2008,92000,1,Flex,Manual,Hidráulica,Cinza,4,null,1,1,1,1,1,0,1,0,0,0,19000
FORD FOCUS GHIA SED. 2.0 16V/ 2.0 16V FLEX 4P,FORD,Sedã,2007,165700,2,Gasolina,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,0,1,0,0,16900
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2016,75000,2,Flex,Automático,Elétrica,Azul,4,0,1,1,1,1,1,1,1,1,1,0,74000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2016,28000,1,Flex,Manual,Hidráulica,Prata,null,9,1,1,1,1,0,1,1,1,0,0,34700
VW - VOLKSWAGEN PARATI,VW - VOLKSWAGEN,SUV,2006,140000,1.6,Flex,Manual,Hidráulica,Cinza,4,7,1,1,1,1,0,0,1,0,0,0,18000
TOYOTA HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,Pick-up,2011,200,3,Diesel,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,1,1,0,0,0,89999
NISSAN KICKS S DIRECT 1.6 16V FLEX 5P AUT.(PCD),NISSAN,SUV,2018,12680,null,Gasolina,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,0,0,0,65997
NISSAN SENTRA S 2.0/ 2.0 FLEX FUEL 16V AUT.,NISSAN,Sedã,2012,150000,2,Flex,Automático,Hidráulica,Cinza,4,4,1,1,1,1,1,1,0,1,0,0,27000
NISSAN SENTRA SL 2.0 FLEXSTART 16V AUT.,NISSAN,Sedã,2015,105000,1.8,Flex,Automático,Elétrica,Preto,4,0,1,1,1,1,1,1,1,1,1,0,47000
CITROEN JUMPER 2.8 16LUG. DIESEL,CITROEN,Van/Utilitário,2009,379000,2,Diesel,Manual,Hidráulica,Branco,null,9,1,0,1,1,0,0,0,1,1,0,35000
FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2014,90000,1.4,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,0,1,1,1,1,1,0,37000
GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2002,380000,null,Gasolina,Manual,Assistida,Verde,2,4,0,1,1,0,0,0,0,0,0,0,11000
PEUGEOT 2008 ALLURE 1.6 FLEX 16V 5P AUT.,PEUGEOT,SUV,2018,58000,1.6,Flex,Automático,Elétrica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,59800
FIAT DOBLO ESSENCE 1.8 FLEX 16V 5P,FIAT,Van/Utilitário,2015,97179,1.8,Gasolina,Manual,Hidráulica,Cinza,4,6,0,1,1,0,0,0,1,0,0,0,40000
GM - CHEVROLET COBALT LT 1.8 8V ECONO.FLEX 4P MEC.,GM - CHEVROLET,Sedã,2020,0,1.6,Flex,Automático,Hidráulica,Vermelho,4,8,1,1,1,1,1,1,1,1,1,1,0
PEUGEOT 208 GT 1.6 THP FLEX 16V 5P MEC.,PEUGEOT,Hatch,2017,84000,null,Flex,Manual,Elétrica,Branco,4,null,1,1,1,0,1,1,1,1,1,0,59900
FORD FIESTA CLASS 1.6 8V 98CV 5P,FORD,Hatch,2013,200000,1.6,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,0,0,0,23000
HYUNDAI HB20 SPICY 1.6 FLEX 16V AUT.,HYUNDAI,Hatch,2015,70000,1.6,Gasolina,Automático,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,41000
GM - CHEVROLET CORSA SUPER 1.0 MPFI / 2P E 4P,GM - CHEVROLET,Passeio,2001,0,1,Gasolina,Manual,Mecânica,Verde,2,1,1,1,0,0,1,0,1,0,0,0,10000
,null,Hatch,2009,100000,2,Flex,Manual,null,null,null,3,1,1,1,1,0,1,1,1,0,0,30000
FIAT TORO FREEDOM 2.0 16V 4X4 DIESEL AUT.,FIAT,Van/Utilitário,2019,51000,2,Diesel,Automático,Elétrica,Branco,4,4,1,1,1,0,1,1,1,1,1,0,116000
JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2018,57178,1.8,Flex,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,1,0,0,69000
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2009,99000,1,Flex,Manual,Mecânica,Prata,4,9,1,1,1,0,1,0,1,0,0,0,18300
TROLLER T-4 TRAIL 4X4 3.2 TDI CAP. RÍG. DIESEL,TROLLER,Pick-up,2010,11111,3,Diesel,Manual,Hidráulica,Prata,4,2,1,1,1,1,0,0,0,0,0,0,120000
PEUGEOT BOXER 2.8 FURG. TB DIES. MED/LONGOT.ALTO,PEUGEOT,Van/Utilitário,2009,128000,2,Diesel,Manual,Hidráulica,Azul,4,8,1,0,1,0,0,0,0,1,0,0,65000
HYUNDAI HB20S PREMIUM 1.6 FLEX 16V AUT. 4P,HYUNDAI,Sedã,2016,80000,1.6,Flex,Automático,Elétrica,Branco,4,9,1,1,1,0,1,1,1,1,1,0,53990
GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,Sedã,2017,70000,1.4,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,73500
HYUNDAI HB20S 1 MILLION 1.6 FLEX 16V AUT. 4P,HYUNDAI,Passeio,2019,35469,null,Flex,Automático,null,null,4,9,1,1,1,0,0,1,1,0,0,0,70900
TOYOTA COROLLA XLI 1.6 16V 110CV MEC.,TOYOTA,Sedã,2007,208000,1.6,Gasolina,Automático,Hidráulica,Preto,4,1,1,1,1,1,1,0,1,1,1,0,28500
RENAULT SANDERO STEP. R. CURL HI-POWER 1.6 8V 5P,RENAULT,Hatch,2013,70000,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,33000
HYUNDAI HB20S C.STYLE/C.PLUS1.6 FLEX 16V AUT. 4P,HYUNDAI,Passeio,2018,77387,null,Flex,Automático,null,null,4,7,1,1,1,1,0,1,1,0,0,0,58500
FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,FIAT,Hatch,2012,85000,1,Flex,Manual,Mecânica,Branco,4,9,0,0,1,0,0,0,0,0,0,0,14900
VW - VOLKSWAGEN GOLF HIGHLINE 1.4 TSI 140CV AUT.,VW - VOLKSWAGEN,Hatch,2014,71000,1.4,Flex,Manual,Hidráulica,Vermelho,4,0,1,1,1,1,0,0,1,0,0,0,52000
