Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,Vidro elétrico,Trava elétrica,Ar condicionado,Direção hidráulica,Som,Air bag,Alarme,Sensor de ré,Câmera de ré,Blindado,Valor
VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2018,54000,1.6,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,45000
RENAULT DUSTER DAKAR 4X2 1.6 HI-FLEX 16V MEC.,RENAULT,SUV,2016,81000,1.6,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,1,1,0,49990
GM - CHEVROLET CORSA HAT. MAXX 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2011,120000,1.4,Flex,Manual,Hidráulica,Preto,4,4,0,1,1,1,1,0,0,0,0,0,22900
FIAT ARGO DRIVE 1.0 6V FLEX,FIAT,Hatch,2020,10900,1,Flex,Manual,Elétrica,Vermelho,4,null,1,1,1,0,0,1,1,0,0,0,47000
FIAT PALIO 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 4P,FIAT,Hatch,2017,133124,1,Flex,Manual,Hidráulica,Branco,4,3,1,0,1,1,0,1,0,0,0,0,28800
HONDA FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,Hatch,2015,44000,1.5,Flex,Automático,Elétrica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,49800
KIA MOTORS CERATO 1.6 16V FLEX AUT.,KIA MOTORS,Sedã,2014,80000,1.6,Flex,Automático,Elétrica,Branco,4,3,1,1,1,0,1,1,1,1,0,0,55000
FIAT MOBI DRIVE 1.0 FLEX 6V 5P,FIAT,Hatch,2018,53096,1,Flex,Manual,Elétrica,Vermelho,4,4,1,1,1,0,1,1,0,0,0,0,35000
VW - VOLKSWAGEN VOYAGE TRENDLINE 1.0 T.FLEX 12V 4P,VW - VOLKSWAGEN,Sedã,2015,130000,1,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,0,0,35000
VW - VOLKSWAGEN VOYAGE 1.6/1.6 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2011,100000,1.6,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,1,1,0,0,0,12000
VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2018,53256,1,Flex,Manual,Hidráulica,Branco,null,8,1,1,1,1,1,1,1,1,0,0,39000
VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2010,150000,1,Flex,Manual,Hidráulica,Preto,4,4,1,0,1,1,1,0,0,0,0,0,20000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2015,87447,2,Flex,Automático,Elétrica,Preto,4,3,1,1,1,1,1,1,1,1,1,0,68000
,null,Passeio,2012,123200,1,Flex,null,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,1,0,25000
JEEP COMPASS TRAILHAWK 2.0 4X4 DIES. 16V AUT.,JEEP,SUV,2017,82000,2,Diesel,Automático,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,0,0,125000
RENAULT MASTER 2.3 DCI STD MEDIO 16L DIESEL,RENAULT,Van/Utilitário,2015,365,2,Diesel,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,0,0,0,80000
HYUNDAI I30 2.0 16V 145CV 5P AUT.,HYUNDAI,Hatch,2011,100000,2,Gasolina,Automático,Hidráulica,Preto,4,7,1,1,1,1,1,1,1,1,1,0,31000
HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,Sedã,2015,92000,1.5,Flex,Automático,Hidráulica,Outra,4,null,1,1,1,1,1,1,1,1,1,0,55000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2015,150000,2,Flex,Automático,Hidráulica,Prata,4,3,1,1,1,1,1,1,1,0,1,0,65300
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Passeio,2014,90896,1,Flex,Manual,Hidráulica,Prata,4,3,1,1,1,1,1,0,1,0,0,0,24990
VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Van/Utilitário,2018,54000,1.6,Flex,Manual,Elétrica,Branco,2,9,1,1,1,0,1,1,1,1,0,0,69500
NISSAN VERSA SV 1.6 16V FLEXSTART 4P AUT.,NISSAN,Sedã,2018,17000,1.6,Flex,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,52500
PEUGEOT BOXER 2.3 MINIBUS 15/16L TB DIESEL.,PEUGEOT,Van/Utilitário,2014,194000,2,Diesel,Manual,Hidráulica,Cinza,4,5,1,1,1,1,1,0,1,0,1,0,65000
VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Van/Utilitário,2015,65000,1.6,Gasolina,Manual,Mecânica,Branco,2,2,0,0,1,0,1,0,0,0,0,0,35000
VW - VOLKSWAGEN POLO 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2019,47000,1,Flex,Manual,Elétrica,Branco,4,null,1,1,1,0,1,1,1,1,1,0,58500
RENAULT CLIO CAMPUS HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2010,146000,1,Flex,Manual,Mecânica,Prata,4,8,0,0,1,0,1,0,0,0,0,0,15000
VW - VOLKSWAGEN VOYAGE TRENDLINE 1.0 T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2019,46000,1,Flex,Manual,Elétrica,Cinza,4,5,1,0,1,1,1,1,0,0,0,0,44900
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2011,130000,1,Flex,Manual,Hidráulica,Preto,4,0,1,1,1,1,1,0,1,0,0,0,23499
RENAULT FLUENCE SED. DYNAMIQUE 2.0 16V FLEX AUT.,RENAULT,Sedã,2013,135000,2,Flex,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,36300
KIA MOTORS CERATO 1.6 16V AUT.,KIA MOTORS,Sedã,2014,112000,1.6,Flex,Automático,Elétrica,Cinza,4,3,1,1,1,0,1,1,1,1,1,0,53990
JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2016,78000,1.8,Flex,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,63000
PEUGEOT 307 SOLEIL/ PRESENCE 1.6/1.6 FLEX 16V 5P,PEUGEOT,Sedã,2010,105200,1.6,Flex,Manual,Hidráulica,Preto,null,7,1,1,1,1,1,1,1,1,0,0,22900
GM - CHEVROLET COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,Sedã,2013,94000,1.4,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,0,0,32500
FIAT UNO MILLE SX 2P E 4P,FIAT,Antigo,1991,120,1.3,Gasolina,Manual,Mecânica,Outra,2,1,0,1,0,0,0,0,1,0,0,0,9500
VW - VOLKSWAGEN JETTA COMFORTLINE 2.0 T.FLEX 8V 4P TIPT.,VW - VOLKSWAGEN,Sedã,2012,121000,2,Flex,Automático,Hidráulica,Prata,4,3,1,1,1,1,1,1,1,1,0,0,43000
FORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.,FORD,Passeio,2020,27000,3,Diesel,Automático,Elétrica,Cinza,4,0,1,1,1,0,1,1,1,1,1,0,182000
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,Pick-up,2017,59084,2,Diesel,Automático,Elétrica,Branco,4,0,1,1,1,0,1,1,1,1,1,0,108000
FORD RANGER LIMITED 3.2 20V 4X4 CD AUT. DIES.,FORD,Pick-up,2014,140,3,Diesel,Automático,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,1,0,99000
TOYOTA YARIS XL 1.3 FLEX 16V 5P AUT.,TOYOTA,Hatch,2020,5300,1.3,Flex,Automático,Elétrica,Prata,4,7,1,1,1,0,1,1,1,1,0,0,66500
GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.,GM - CHEVROLET,Sedã,2015,95213,1.8,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,1,1,1,1,1,0,0,36900
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,Hatch,2018,35090,1.4,Flex,Automático,Elétrica,Azul,4,2,1,1,1,0,1,1,1,1,1,0,56500
MITSUBISHI L200 TRITON GLS 3.2 CD TB INT.DIESEL MEC,MITSUBISHI,Pick-up,2017,120,3,Diesel,Manual,Hidráulica,Branco,4,9,1,1,1,1,0,1,1,1,0,0,0
MERCEDES-BENZ C-200 AVANTGARDE 2.0 TB 16V 184CV AUT.,MERCEDES-BENZ,Sedã,2017,48000,2,Gasolina,Automático,Elétrica,Preto,4,2,1,1,1,1,1,1,1,0,1,0,129900
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,25000,2,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,99000
HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,Hatch,2014,63800,1.5,Flex,Automático,Elétrica,Prata,4,6,1,1,1,0,0,1,1,0,0,0,42990
VW - VOLKSWAGEN GOL TRENDLINE 1.6 T.FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2013,82500,1.6,Flex,Manual,Hidráulica,Vermelho,null,3,1,1,1,1,0,0,1,0,0,0,28500
FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CD,FIAT,Pick-up,2018,89000,1.4,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,0,0,58000
FORD FUSION TITANIUM 2.0 GTDI ECO. AWD AUT.,FORD,null,2017,46820,2,Gasolina,Automático,Elétrica,Preto,4,0,1,1,1,0,0,0,1,0,0,0,99990
HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,HYUNDAI,Passeio,2015,78563,1.6,Flex,Automático,Hidráulica,Vermelho,4,5,1,1,1,1,1,1,1,1,0,0,45600
GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,Van/Utilitário,2019,34500,1.8,Flex,Automático,Elétrica,Prata,4,5,1,1,1,0,1,1,1,1,1,0,80000
VW - VOLKSWAGEN FOX CITY 1.0MI/ 1.0MI TOTAL FLEX 8V 3P,VW - VOLKSWAGEN,Passeio,2006,150000,1,Flex,Manual,Hidráulica,Preto,4,2,1,0,1,1,1,0,0,1,0,0,15000
CITROEN AIRCROSS FEEL 1.6 FLEX 16V 5P AUT.,CITROEN,SUV,2017,36000,1.6,Flex,Automático,Elétrica,Cinza,4,3,1,1,1,0,1,1,1,0,1,0,51990
FIAT STILO 1.8/ 1.8 CONNECT FLEX 8V 5P,FIAT,Passeio,2007,0,1.8,Flex,Manual,Elétrica,Cinza,4,6,1,1,1,1,0,1,1,1,0,0,16700
PEUGEOT 207 SED. PASSION XR SPORT 1.4 FLEX 8V 4P,PEUGEOT,Sedã,2012,85000,1.6,Gasolina,Manual,Hidráulica,Verde,4,6,1,1,1,1,1,1,1,0,0,0,20000
FIAT SIENA TETRAFUEL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2009,160000,1.4,Gás Natural,Manual,Hidráulica,Branco,4,8,1,1,1,1,1,0,1,0,0,0,18000
FORD RANGER XLT 2.5 4X4 CD DIESEL,FORD,Van/Utilitário,2015,90000,2,Diesel,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,1,1,60000
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2011,80000,1,Flex,Manual,Hidráulica,Vermelho,4,6,1,1,1,1,1,0,1,0,0,0,23000
RENAULT LOGAN EXPRESSION HI-FLEX 1.6 8V 4P,RENAULT,Sedã,2015,91000,1.6,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,0,1,1,1,0,0,0,33200
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2019,50000,1,Flex,Manual,Hidráulica,null,4,8,1,1,1,0,1,1,1,1,0,0,43000
VW - VOLKSWAGEN JETTA COMFORT. 250 TSI 1.4 FLEX 16V AUT.,VW - VOLKSWAGEN,Sedã,2020,0,1.4,Flex,Automático,Elétrica,Branco,4,null,1,1,1,0,1,1,1,1,1,0,129990
HYUNDAI CRETA PRESTIGE 2.0 16V FLEX AUT.,HYUNDAI,SUV,2021,0,2,Flex,Automático,Elétrica,Branco,4,null,1,1,1,0,1,1,1,0,0,0,117990
HYUNDAI HB20S EVOLUTION 1.0 TB FLEX 12V AUT,HYUNDAI,Sedã,2021,0,1,Flex,Automático,Elétrica,Branco,4,null,1,1,1,0,1,1,1,0,0,0,78090
TOYOTA HILUX SW4 4X4 3.0 8V TB DIESEL,TOYOTA,SUV,2006,250000,3,Diesel,Automático,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,1,0,72000
GM - CHEVROLET CORSA HAT. PREM. 1.0/1.0 FLEXPOWER 8V 5P,GM - CHEVROLET,Hatch,2007,0,1,Flex,Manual,Mecânica,Prata,4,3,0,1,1,0,0,0,0,0,0,0,13000
NISSAN SENTRA SL 2.0/ 2.0 FLEX FUEL 16V AUT.,NISSAN,Sedã,2015,90000,2,Flex,Automático,Elétrica,Branco,4,7,1,1,1,1,1,1,1,1,1,0,46800
JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V MEC.,JEEP,SUV,2016,58000,1.8,Flex,Manual,Elétrica,Branco,4,2,1,1,1,1,1,1,1,1,0,0,55500
CITROEN C3 TENDANCE 1.5 FLEX 8V 5P MEC.,CITROEN,Hatch,2016,81415,1.5,Flex,Manual,Elétrica,Branco,4,3,1,1,1,0,1,1,1,0,0,0,35000
VW - VOLKSWAGEN FOX 1.6 MI I MOTION TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2013,99474,1.6,Flex,Semi-Automático,Hidráulica,Prata,4,6,1,1,1,1,1,1,1,1,1,0,29000
BMW X6 XDRIVE 50I 4.4 407CV BI-TURBO,BMW,SUV,2012,54000,4,Gasolina,Automático,Hidráulica,Preto,4,6,1,1,1,1,1,1,1,1,0,0,138990
RENAULT SANDERO LIFE FLEX 1.0 12V 5P MEC.,RENAULT,Hatch,2020,36000,1,Flex,Manual,Elétrica,Branco,4,0,1,1,1,0,1,1,1,0,0,0,45900
GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2013,74000,1.4,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,0,1,1,0,0,29500
VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T.FLEX 16V CD,VW - VOLKSWAGEN,Van/Utilitário,2018,81000,1.6,Flex,Manual,Hidráulica,Branco,2,7,1,1,1,1,1,1,1,1,0,0,74999
FIAT SIENA ELX 1.0 MPI FIRE/FIRE FLEX 8V 4P,FIAT,Sedã,2010,112,1,Flex,Manual,Hidráulica,Vermelho,4,3,1,1,1,1,0,1,1,0,0,0,23000
VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2014,0,1.6,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,0,1,1,0,0,0,0
HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,Sedã,2011,89347,1.5,Flex,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,0,0,35500
KIA MOTORS OPTIMA 2.4 16V 180CV AUT.,KIA MOTORS,Sedã,2013,100000,2,Gasolina,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,65000
VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2017,83000,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,45000
PEUGEOT 408 SEDAN ALLURE 2.0 FLEX 16V 4P MEC.,PEUGEOT,Sedã,2013,190000,2,Flex,Manual,Elétrica,Branco,4,3,1,1,1,1,1,1,1,1,1,0,27000
FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,FIAT,Pick-up,2018,76,1.4,Flex,Manual,Hidráulica,Prata,null,5,1,1,1,0,1,1,1,0,0,0,48000
TOYOTA 2.0 XEI 16V FLEX 4P AUTOMATICO,TOYOTA,Sedã,2011,8888,2,Flex,Automático,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,1,1,0,42000
PEUGEOT 207 SW XR SPORT 1.4 FLEX 8V 5P,PEUGEOT,Sedã,2009,123000,1.4,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,0,1,0,0,0,0,14000
CITROEN AIRCROSS FEEL 1.6 FLEX 16V 5P AUT.,CITROEN,Passeio,2017,45239,1.6,Flex,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,1,1,0,51990
GM - CHEVROLET PRISMA SED. LT 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2016,77000,1,Flex,Manual,Hidráulica,Cinza,4,9,1,1,1,1,1,1,1,1,1,0,43700
VW - VOLKSWAGEN POLO 1.6 MSI FLEX 16V 5P,VW - VOLKSWAGEN,Hatch,2018,60504,1.6,Flex,Manual,null,Branco,4,9,1,1,1,0,1,1,1,0,0,0,54000
VW - VOLKSWAGEN POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Hatch,2018,39577,1,Flex,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,1,0,0,72000
GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.,GM - CHEVROLET,Sedã,2014,1,1.8,Flex,Manual,Hidráulica,Prata,4,6,1,1,1,1,1,1,1,1,0,0,33500
GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,Van/Utilitário,2013,131,1.8,Gás Natural,Automático,Hidráulica,Prata,null,0,1,1,1,1,1,1,1,0,0,0,33000
GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,Sedã,2018,76398,1.4,Flex,Automático,Hidráulica,Branco,4,2,1,1,1,1,1,1,0,0,0,0,74000
HONDA FIT TWIST 1.5 FLEX 16V 5P AUT.,HONDA,Hatch,2014,70900,1.5,Flex,Automático,Hidráulica,Prata,4,3,1,1,1,0,1,1,1,1,0,0,42990
PEUGEOT 2008 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,SUV,2020,12200,1.6,Flex,Automático,Hidráulica,Prata,4,0,1,1,1,1,1,1,0,0,0,0,79900
FORD FIESTA SE 1.0 8V FLEX 5P,FORD,Hatch,2010,115000,1,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,0,1,0,0,0,19000
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Passeio,2017,48134,1,Flex,Manual,Elétrica,Branco,4,8,1,1,1,0,1,1,1,1,0,0,37800
AUDI A1 1.4 TFSI 122CV S-TRONIC 3P,AUDI,Hatch,2012,129000,1.4,Gasolina,Automático,Elétrica,Branco,2,8,1,1,0,1,1,1,0,1,0,0,55000
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,Pick-up,2020,60000,2,Diesel,Automático,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,132000
GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2016,10000,1,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,42000
FIAT PUNTO ESSENCE DUALOGIC 1.6 FLEX 16V 5P,FIAT,Hatch,2014,90000,1.6,Flex,Semi-Automático,Hidráulica,Branco,4,null,1,1,1,1,1,1,1,1,0,0,35000
FIAT PALIO 1.0 CEL. ECON./ITALIA F.FLEX 8V 4P,FIAT,Hatch,1998,5000,1,Gasolina,Manual,Hidráulica,Vermelho,4,1,1,1,0,1,0,0,0,0,0,0,7500
FIAT PUNTO ATTRACTIVE ITALIA 1.4 F.FLEX 8V 5P,FIAT,Hatch,2016,100000,1.4,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,0,0,0,37500
FORD RANGER XLT 3.2 20V 4X4 CD DIESEL,FORD,Passeio,2018,181000,null,Diesel,Automático,null,null,2,3,1,1,0,0,0,1,1,0,0,0,142500
VW - VOLKSWAGEN AMAROK SE CD 2.0 16V TDI 4X4 DIESEL,VW - VOLKSWAGEN,Pick-up,2018,26000,2,Diesel,Manual,Elétrica,Branco,4,1,1,1,1,1,1,1,1,1,0,0,105999
VW - VOLKSWAGEN FUSCA 2.0 TSI 16V AUT.,VW - VOLKSWAGEN,Hatch,2013,61000,2,Gasolina,Automático,Elétrica,Preto,2,0,1,1,1,1,1,1,1,1,0,0,69000
VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Hatch,2019,23995,1,Flex,Automático,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,1,0,0,70500
VW - VOLKSWAGEN AMAROK CS2.0 16V/S2.0 16V TDI 4X4 DIESEL,VW - VOLKSWAGEN,Passeio,2011,90,2,Diesel,Manual,Elétrica,Prata,4,8,0,0,1,1,1,1,0,0,0,0,58500
GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2005,168213,1,Gasolina,Manual,Mecânica,Azul,4,3,0,1,1,0,1,0,1,0,0,0,13500
JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2016,51183,1.8,Flex,Automático,Elétrica,Verde,4,8,1,1,1,0,1,1,1,1,1,0,65990
FIAT UNO WAY 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2012,93000,1,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,0,1,0,0,0,23500
NISSAN KICKS SV LIMITED 1.6 16V FLEX 5P AUT.,NISSAN,SUV,2017,66000,1.6,Flex,Automático,Elétrica,Outra,4,9,1,1,1,1,1,1,1,1,1,0,73990
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 2P,VW - VOLKSWAGEN,Hatch,2005,50000,1,Gasolina,Manual,Mecânica,Prata,4,0,0,0,1,0,0,0,0,0,0,0,4000
CITROEN C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,CITROEN,Sedã,2010,90000,2,Flex,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,0,0,19000
FIAT PALIO 1.0 CEL. ECON./ITALIA F.FLEX 8V 4P,FIAT,Hatch,2015,39000,1,Flex,Manual,Hidráulica,Branco,null,null,1,1,1,1,1,1,1,1,0,0,30000
GM - CHEVROLET CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,Hatch,2014,110000,1.8,Flex,Automático,Elétrica,Verde,4,6,1,1,1,0,1,1,1,1,1,0,51500
HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,null,2015,80,null,Flex,Automático,null,null,4,9,1,1,1,0,1,1,1,0,0,0,50000
TOYOTA ETIOS XS SEDAN 1.5 FLEX 16V 4P AUT.,TOYOTA,Sedã,2018,33000,1.5,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,50000
FIAT BRAVO ABSOLUTE DUALOGIC 1.8 FLEX 16V 5P,FIAT,Hatch,2012,57000,1.8,Flex,Semi-Automático,Elétrica,Prata,4,6,1,1,1,1,1,1,1,1,1,0,28000
FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,Passeio,2017,80000,null,Flex,Automático,null,null,4,6,1,1,1,0,0,1,1,0,0,0,75500
VW - VOLKSWAGEN POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Hatch,2019,34000,1,Flex,Automático,Assistida,Branco,4,7,1,1,1,0,1,1,1,0,1,0,71900
GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,Sedã,2018,42,1.4,Flex,Automático,Elétrica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,77000
MERCEDES-BENZ GLA-200 ADV. 1.6/1.6 TB 16V FLEX AUT.,MERCEDES-BENZ,SUV,2018,92000,1.6,Flex,Automático,Hidráulica,Branco,null,null,1,1,1,1,1,1,1,1,1,0,129990
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2018,42000,1,Flex,Manual,Elétrica,Branco,4,7,1,1,1,1,1,1,1,0,0,0,41900
GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,Passeio,2019,22563,1.4,Flex,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,1,1,0,83000
FIAT TORO ENDURANCE 1.8 16V FLEX MEC.,FIAT,Pick-up,2020,0,1.8,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,50000
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,null,2017,120000,1,Flex,Manual,Hidráulica,Branco,4,8,1,0,1,1,0,1,1,0,0,0,34000
HYUNDAI SANTA FE GLS 3.5 V6 4X4 TIPTRONIC,HYUNDAI,SUV,2012,0,3,Gasolina,Automático,Hidráulica,Preto,4,7,1,1,1,1,1,1,1,1,1,0,39000
FIAT PALIO 1.6 MPI 16V 4P,FIAT,Hatch,2014,88304,1.6,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,0,1,0,0,0,33999
TOYOTA ETIOS X SEDAN 1.5 FLEX 16V 4P MEC.,TOYOTA,Sedã,2014,86000,1.5,Flex,Manual,Elétrica,Vermelho,4,3,1,1,1,1,1,1,1,1,1,0,34500
NISSAN FRONTIER SE/SE STRIK/ONE CD 4X4 2.8 DIES,NISSAN,Van/Utilitário,2004,277000,2,Diesel,Manual,Hidráulica,Azul,4,1,1,1,1,1,1,1,1,0,0,0,37850
AUDI Q3 1.4 TFSI/TFSI FLEX S-TRONIC 5P,AUDI,SUV,2016,45000,1.4,Gasolina,Automático,Elétrica,Cinza,4,0,1,1,1,1,1,1,1,1,1,0,81000
VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,null,2006,0,1,Flex,Manual,Hidráulica,Prata,4,5,1,1,0,0,0,0,1,0,0,0,18500
TOYOTA COROLLA XLI 1.6 16V 110CV MEC.,TOYOTA,Sedã,2004,136000,1.6,Gasolina,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,0,1,0,0,0,22500
GM - CHEVROLET COBALT LS 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2013,174000,1.4,Flex,Manual,Hidráulica,Cinza,4,2,1,1,1,1,1,1,1,0,0,0,29000
VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,SUV,2008,100000,1.6,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,0,0,1,0,0,0,22500
