Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,Vidro elétrico,Trava elétrica,Ar condicionado,Direção hidráulica,Som,Air bag,Alarme,Sensor de ré,Câmera de ré,Blindado,Valor
GM - CHEVROLET ASTRA SED. ADVANT. 2.0 8V MPFI FLEXP. 4P,GM - CHEVROLET,Passeio,2011,170000,2,Gás Natural,Manual,Elétrica,Cinza,4,8,1,1,1,1,1,1,1,0,0,0,25500
FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,FIAT,Passeio,2010,80,1,Flex,Manual,Mecânica,Branco,4,7,0,0,1,0,0,0,0,0,0,0,14500
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,Pick-up,2019,39000,2,Diesel,Automático,Elétrica,Branco,4,7,1,1,1,1,1,1,1,1,1,0,126500
HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,Sedã,2015,58000,1.5,Flex,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,55600
GM - CHEVROLET PRISMA SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,Sedã,2009,140,1.4,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,0,1,0,0,0,18500
TOYOTA COROLLA XLI 1.6 16V 110CV AUT.,TOYOTA,Sedã,2004,190000,1.6,Gasolina,Automático,Hidráulica,Outra,4,9,1,1,1,1,1,0,1,1,1,0,21500
VW - VOLKSWAGEN SANTANA 2.0 MI 2P E 4P,VW - VOLKSWAGEN,Sedã,2003,214000,2,Gasolina,Manual,Hidráulica,Prata,4,7,1,0,0,1,0,0,0,0,0,0,8900
VW - VOLKSWAGEN FOX TRENDLINE 1.0 FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2013,119,1,Flex,Manual,Hidráulica,Vermelho,4,9,1,1,1,1,1,1,1,0,0,0,27500
FIAT UNO ATTRACTI. CELEB.1.4 EVO F.FLEX 8V 2P,FIAT,Hatch,1996,0,1,Gasolina,Manual,Mecânica,Verde,2,6,1,0,1,0,0,0,0,0,0,0,4500
GM - CHEVROLET CORSA HATCHBACK 1.0 MPFI 8V 71CV 5P,GM - CHEVROLET,Sedã,2002,2000,1,Álcool,Manual,Hidráulica,Branco,4,0,1,1,1,1,0,0,0,0,0,0,9000
VW - VOLKSWAGEN PARATI,VW - VOLKSWAGEN,Sedã,2006,2222222222,1.6,Flex,Manual,Hidráulica,Branco,4,9,0,0,1,1,0,0,0,0,0,0,8500
TOYOTA COROLLA GLI 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2016,30951,1.8,Flex,Automático,Hidráulica,Prata,4,1,1,1,1,1,1,1,0,0,1,0,70000
HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,Sedã,2014,0,2,Flex,Automático,Elétrica,Cinza,4,5,1,1,1,0,1,1,1,1,1,0,52000
GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2012,64000,1.4,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,0,1,0,0,0,22000
HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,HYUNDAI,Hatch,2015,99150,1.6,Flex,Automático,Hidráulica,Vermelho,4,9,1,1,1,1,1,1,1,1,0,0,42500
FIAT STRADA ADV.1.8 16V DUALOGIC FLEX CD,FIAT,Pick-up,2013,134000,1.8,null,Automático,Hidráulica,Prata,2,9,1,1,1,1,1,0,1,0,0,0,35000
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 2P,VW - VOLKSWAGEN,Hatch,1998,56323,1,Gasolina,Manual,Hidráulica,Prata,2,9,0,1,1,1,1,0,0,0,0,0,6700
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,24000,2,Flex,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,99000
GM - CHEVROLET ONIX HATCH 1.0 12V FLEX 5P MEC,GM - CHEVROLET,Hatch,2021,0,1,Flex,Manual,Elétrica,Preto,4,null,1,1,1,1,1,1,1,0,0,0,57990
FIAT 500 CULT 1.4 FLEX 8V EVO DUALOGIC,FIAT,Hatch,2012,68000,1.4,Flex,Semi-Automático,Elétrica,Branco,2,8,1,1,1,1,1,1,0,0,0,0,30000
HYUNDAI CRETA PRESTIGE 2.0 16V FLEX AUT.,HYUNDAI,SUV,2017,26000,2,Flex,Automático,Assistida,Branco,4,5,1,1,1,0,1,1,1,0,1,0,83000
HYUNDAI CRETA LIMITED EDITION 1.6 16V FLEX AUT,HYUNDAI,SUV,2021,0,1.6,Flex,Automático,Elétrica,Prata,4,0,1,1,1,0,1,1,1,1,1,0,105490
PEUGEOT 308 ROLAND GARROS 1.6 TURBO 16V 5P,PEUGEOT,Hatch,2018,42000,null,Flex,Automático,Elétrica,Branco,4,2,1,1,1,0,1,1,1,1,1,0,67490
VW - VOLKSWAGEN GOLF HIGHLINE 1.4 TSI TOTAL FLEX AUT.,VW - VOLKSWAGEN,Passeio,2014,91100,1.4,Gasolina,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,61500
VW - VOLKSWAGEN UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2015,76500,1,Flex,Manual,Elétrica,Vermelho,4,7,1,1,1,1,1,1,1,1,0,0,29500
TOYOTA COROLLA GLI 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2015,100000,1.8,Flex,Automático,Elétrica,Preto,4,8,1,1,1,1,1,1,1,1,1,1,52500
CITROEN C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,CITROEN,Passeio,2011,153000,null,Flex,Manual,null,null,4,3,1,1,1,0,0,1,0,0,0,0,19000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Passeio,2019,17000,2,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,0,1,1,1,1,1,0,99500
MITSUBISHI L200 TRITON SPORT HPE-S 2.4 CD DIES. AUT,MITSUBISHI,Pick-up,2018,80500,2,Diesel,Automático,Hidráulica,Cinza,4,2,1,1,1,1,1,1,1,1,0,0,145990
GM - CHEVROLET CAMARO SS CONVERSÍVEL 6.2 V8 16V,GM - CHEVROLET,Conversível,2014,18000,4,Gasolina,Automático,Elétrica,Preto,2,0,1,1,1,1,1,1,1,1,1,0,195000
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,Passeio,2019,59400,null,Diesel,Automático,null,null,4,0,1,1,1,0,0,1,1,0,0,0,126800
FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,FIAT,Passeio,2015,75236,1.6,Flex,Manual,Hidráulica,Vermelho,4,4,1,1,1,1,1,1,1,1,0,0,36990
TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES. AUT.,TOYOTA,Pick-up,2017,52000,2,Diesel,Automático,Assistida,Branco,4,0,1,1,1,1,1,1,1,1,1,0,216000
GM - CHEVROLET JOY PLUS BLACK ED.1.0 8V 4P FLEX MEC,GM - CHEVROLET,Sedã,2021,0,1,Flex,Manual,Elétrica,Cinza,4,null,1,1,1,1,0,1,1,0,0,0,59990
VW - VOLKSWAGEN POLO SEDAN 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2005,128000,1.6,Gasolina,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,0,1,0,0,0,16000
FORD FIESTA SE 1.6 8V FLEX 5P,FORD,Hatch,2006,120000,1.6,Flex,Manual,Hidráulica,Preto,4,6,1,1,1,1,1,0,1,0,0,0,16000
VW - VOLKSWAGEN PARATI 1.6MI/1.6MI CITY/T.FIELD T.FLEX,VW - VOLKSWAGEN,null,2013,22000,1.6,Flex,Manual,null,Prata,null,null,1,1,1,1,0,0,1,0,0,0,22000
FIAT SIENA,FIAT,Passeio,2008,138000,1.4,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,0,0,0,1,0,0,0,18500
CITROEN C4 GLX 1.6 FLEX 16V 5P MEC.,CITROEN,Hatch,2011,100000,1.6,Gasolina,Manual,Hidráulica,Preto,null,null,1,1,1,1,1,1,1,0,0,0,20500
NISSAN SENTRA S 2.0/ 2.0 FLEX FUEL 16V AUT.,NISSAN,Sedã,2011,100000,2,Gasolina,Automático,Hidráulica,Preto,4,1,1,1,1,1,1,1,1,1,0,0,27500
GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,Hatch,2005,149820,1,Gasolina,Manual,Mecânica,Preto,2,3,1,1,1,0,1,0,1,0,0,0,9500
FORD ECOSPORT TITANIUM 1.5 12V FLEX 5P AUT,FORD,null,2020,12188,1.5,Flex,Automático,null,Vermelho,4,0,1,1,1,0,0,0,1,0,0,0,83990
GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2010,0,1,Flex,Automático,Hidráulica,Preto,4,1,1,1,1,1,0,0,1,0,0,0,16000
CITROEN C3 EXCLUSIVE 1.4 FLEX 8V 5P,CITROEN,Hatch,2013,80000,1.4,Flex,Manual,Elétrica,Branco,4,null,1,1,1,1,1,1,1,0,0,0,28000
FORD KA GL 1.0I ZETEC ROCAM,FORD,Hatch,2010,123000,1,Flex,Manual,Hidráulica,Preto,2,1,1,1,1,1,0,0,1,0,0,0,15500
FIAT PALIO EDX 1.0 MPI 4P,FIAT,Hatch,1997,0,1,Gasolina,Manual,Mecânica,Verde,4,9,1,0,1,0,1,0,0,0,0,0,7500
GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.,GM - CHEVROLET,Passeio,2018,94000,1.8,Gasolina,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,0,0,0,42000
VW - VOLKSWAGEN CROSSFOX I MOTION 1.6 MI T. FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2015,50000,1.6,Flex,Manual,Elétrica,Laranja,4,0,1,1,1,0,1,1,1,1,1,0,47000
FIAT TORO FREEDOM 2.0 16V 4X4 DIESEL AUT.,FIAT,Pick-up,2019,62,2,Diesel,Automático,Elétrica,Branco,4,1,1,1,1,0,1,1,1,1,1,0,115000
PEUGEOT 207 ACTIVE 1.4 FLEX 8V 5P,PEUGEOT,Hatch,2013,100000,1.4,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,0,0,0,0,0,0,22000
FIAT DUCATO MINIBUS 2.3 T.ALTO ME DIESEL,FIAT,Van/Utilitário,2015,560000,2,Diesel,Manual,Hidráulica,Branco,2,3,0,0,1,1,1,1,0,0,0,0,85000
AUDI A4 2.0 16V TFSI 183/180CV MULTITRONIC,AUDI,Sedã,2012,100000,null,Gasolina,Automático,Elétrica,Preto,null,0,1,1,1,1,1,1,1,1,1,0,60000
GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2011,130000,1,Flex,Manual,Hidráulica,null,4,8,1,1,1,1,1,1,1,1,0,0,19000
HONDA FIT TWIST 1.5 FLEX 16V 5P AUT.,HONDA,Hatch,2013,68000,1.5,Flex,Automático,Elétrica,Branco,4,5,1,1,1,0,1,1,1,1,1,0,39500
FIAT PALIO WEEKEND TREKKING 1.4 FIRE FLEX 8V,FIAT,null,2011,100000,1.4,Flex,Manual,Hidráulica,Branco,null,null,1,1,1,1,0,0,1,0,0,0,22000
MITSUBISHI PAJERO TR4 2.0/ 2.0 FLEX 16V 4X4 MEC.,MITSUBISHI,Passeio,2009,171000,2,Flex,Manual,Mecânica,Prata,4,7,1,1,1,0,1,1,1,0,0,0,30800
KIA MOTORS SOUL 1.6/ 1.6 16V FLEX MEC.,KIA MOTORS,SUV,2012,100000,1.6,Flex,Manual,Elétrica,Cinza,null,2,1,1,1,1,1,1,1,0,0,0,29900
RENAULT LOGAN EXPRESSION HI-FLEX 1.6 8V 4P,RENAULT,Passeio,2017,58236,1.6,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,1,0,42000
PEUGEOT 208 ACTIVE 1.2 FLEX 12V 5P MEC.,PEUGEOT,Hatch,2017,57000,1.2,Flex,Manual,Assistida,Branco,4,9,1,1,1,0,1,1,1,1,0,0,36900
PORSCHE MACAN 2.0 TURBO 237/252CV,PORSCHE,SUV,2017,13,2,Gasolina,Automático,Elétrica,Preto,4,2,1,1,1,1,1,1,1,1,1,0,280000
HYUNDAI HB20S PREMIUM 1.6 FLEX 16V MEC. 4P,HYUNDAI,Sedã,2015,0,1.6,Flex,Manual,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,1,1,0,42000
GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,Sedã,2008,190000,1.4,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,0,1,0,0,0,16500
FIAT FIORINO WORKING 1.4 FLEX 8V 2P,FIAT,Van/Utilitário,2017,0,1.4,Flex,Manual,Hidráulica,Branco,2,9,1,1,1,1,1,1,1,0,0,0,52000
FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,FIAT,Hatch,2013,250110,1,Flex,Manual,Mecânica,Branco,4,5,0,0,1,0,0,0,0,0,0,0,22800
GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2011,190000,1,Flex,Manual,Hidráulica,Preto,4,1,1,1,1,1,1,0,1,1,0,0,18800
LAND ROVER RANGE ROVER EVOQUE DYNAMIC TECH 2.0 AUT 5P,LAND ROVER,SUV,2013,126198,2,Gasolina,Automático,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,1,0,114490
FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,FIAT,Sedã,2015,60000,1.6,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,0,0,0,36990
JEEP RENEGADE LIMITED 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2020,22,1.8,Flex,Automático,Elétrica,Preto,4,8,1,1,1,1,1,1,1,1,1,0,95400
FORD KA 1.0 SE 12V FLEX 4P MANUAL,FORD,Passeio,2015,78300,1,Flex,Manual,Elétrica,Branco,4,7,1,1,1,0,1,1,1,0,0,0,34500
RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2018,17287,1,Flex,Manual,Hidráulica,Prata,4,null,0,1,1,1,0,1,0,0,0,0,34000
TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,Hatch,2014,65500,1.5,Flex,Manual,Elétrica,Branco,4,5,1,1,1,1,1,1,1,0,0,0,32600
GM - CHEVROLET TRACKER 2.0 16V 128CV MPFI 4X4 5P,GM - CHEVROLET,SUV,2009,100000,2,Gasolina,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,1,1,1,1,0,28000
VW - VOLKSWAGEN POLO SPORTLINE I MOTION 1.6 T.FLEX 5P,VW - VOLKSWAGEN,Hatch,2011,94000,1.6,Flex,Semi-Automático,Hidráulica,Prata,4,8,1,1,1,1,1,0,1,1,0,0,23000
NISSAN,NISSAN,Hatch,2018,63000,1,Gasolina,Manual,null,Branco,4,null,1,1,1,0,1,1,1,1,1,0,43000
JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2020,40000,1.8,Flex,Automático,Elétrica,Branco,4,7,1,1,1,0,1,1,1,1,1,0,95990
GM - CHEVROLET VECTRA GL 2.2 MPFI MILENIUM,GM - CHEVROLET,Sedã,1999,190000,2,Gasolina,Manual,Hidráulica,Verde,4,4,1,1,1,1,1,0,1,0,0,0,9000
PEUGEOT 207 XR 1.4 FLEX 8V 5P,PEUGEOT,Hatch,2013,100000,1.4,Flex,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,23990
VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2014,68680,1.6,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,1,1,1,0,0,35500
VW - VOLKSWAGEN POLO,VW - VOLKSWAGEN,null,2009,106000,1.6,Flex,Manual,Hidráulica,Cinza,4,9,1,1,1,1,1,0,1,1,0,0,22600
FIAT DOBLO ESSENCE 1.8 FLEX 16V 5P,FIAT,null,2013,180,1.8,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,0,1,1,0,0,0,37500
FORD ESCORT GL 1.6 MPI,FORD,Passeio,2002,80000,1.6,Gasolina,Manual,Hidráulica,Cinza,null,0,1,0,1,1,0,0,0,0,0,0,8000
KIA MOTORS CERATO 1.6 16V FLEX AUT.,KIA MOTORS,Sedã,2018,70000,1.6,Flex,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,69000
VW - VOLKSWAGEN T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.,VW - VOLKSWAGEN,SUV,2020,8700,1,Flex,Automático,Elétrica,Branco,4,5,1,1,1,1,1,1,1,1,0,0,99990
GM - CHEVROLET COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,Sedã,2012,96000,1.4,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,0,0,0,28000
JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2016,88,1.8,Flex,Automático,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,1,1,0,64900
VW - VOLKSWAGEN FOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2013,89000,1.6,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,0,0,0,32000
VW - VOLKSWAGEN GOL 1.6 MI POWER TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2012,150000,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,0,0,0,27500
TOYOTA HILUX SW4 SRV 4X2 2.7 FLEX 16V AUT.,TOYOTA,SUV,2007,318000,3,Diesel,Automático,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,0,0,0,75990
,null,Pick-up,2009,210000,2,Diesel,Automático,null,null,4,0,1,1,1,1,1,1,1,1,1,0,54000
GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Passeio,2001,181000,1,Gasolina,Manual,Mecânica,Prata,2,9,0,1,1,0,0,0,1,0,0,0,10500
FORD ECOSPORT SE 2.0 16V FLEX 5P AUT.,FORD,Passeio,2015,100000,2,Flex,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,0,1,0,0,47500
JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2021,0,1.8,Flex,Automático,Elétrica,Branco,4,0,1,1,1,0,1,1,1,1,1,0,149840
HYUNDAI I30 2.0 16V 145CV 5P AUT.,HYUNDAI,Hatch,2010,150,2,Gasolina,Automático,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,1,0,0,29000
FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Sedã,2012,94000,1.6,Flex,Manual,Hidráulica,Prata,4,3,1,1,1,1,1,1,1,1,0,0,24200
MITSUBISHI PAJERO DAKAR 3.2 4X4 T.I. DIES. 5P AUT.,MITSUBISHI,Pick-up,2012,149280,3,Diesel,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,88900
HYUNDAI HB20S COMFORT PLUS 1.0 TB FLEX 12V MEC.,HYUNDAI,Sedã,2018,42000,1,Flex,Manual,Elétrica,Prata,4,5,1,1,1,1,1,1,1,1,1,0,49500
HONDA FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,Hatch,2015,89000,1.5,Flex,Automático,Hidráulica,Cinza,4,0,1,1,1,1,1,1,1,1,0,0,46500
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,Hatch,2014,52000,1.4,Flex,Automático,Hidráulica,Azul,4,6,1,1,1,1,1,1,1,0,0,0,45000
LAND ROVER DISCOVERY SPORT HSE 2.0 4X4 DIESEL AUT,LAND ROVER,SUV,2018,52000,2,Diesel,Automático,Elétrica,Preto,null,7,1,1,1,0,1,1,1,1,1,0,209900
GM - CHEVROLET OPALA COMODORO/COMOD. SLE 4.1/2.5,GM - CHEVROLET,Sedã,1989,11111111,2,Álcool,Manual,Hidráulica,Azul,4,4,1,0,1,1,1,0,0,0,0,0,19000
GM - CHEVROLET S10 PICK-UP MIDNIGHT 2.8 4X4 CD DIES AUT,GM - CHEVROLET,Pick-up,2019,19516,2,Diesel,Automático,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,0,0,0,168000
FORD TRANSIT CHASSI 2.2 TDCI DIESEL,FORD,Van/Utilitário,2012,278,2,Diesel,Manual,Hidráulica,Prata,2,3,1,1,1,0,1,1,0,0,0,0,65000
JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2017,75236,1.8,Flex,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,1,0,0,64000
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2007,0,1,Flex,Manual,Mecânica,Prata,4,4,0,1,1,0,1,0,1,0,0,0,16000
RENAULT CLIO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,null,2010,115000,null,null,null,null,null,null,null,0,1,1,0,1,0,1,0,0,0,17900
GM - CHEVROLET CORSA SED. MAXX 1.0/ 1.0 FLEXPOWER 8V 4P,GM - CHEVROLET,Sedã,2011,245000,1,Flex,Manual,Hidráulica,Prata,4,0,0,1,1,1,1,0,1,1,0,0,18500
JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2016,80000,1.8,Flex,Automático,Hidráulica,Vermelho,4,0,1,1,1,1,1,1,1,1,1,0,66000
MITSUBISHI L200 TRITON HPE 3.2 CD TB INT.DIESEL AUT,MITSUBISHI,Pick-up,2011,211000,3,Diesel,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,0,0,0,55000
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2013,0,1,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,0,1,0,0,21200
VW - VOLKSWAGEN GOL CITY 1.6 MI TOTAL FLEX 8V 2P,VW - VOLKSWAGEN,Hatch,2004,479195,1.6,Flex,Manual,Hidráulica,Prata,4,3,0,0,1,1,1,0,0,0,0,0,10500
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2020,24216,1,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,0,1,0,0,0,0,45000
HYUNDAI HB20 COMFORT PLUS 1.0 TB FLEX 12V MEC.,HYUNDAI,Passeio,2013,102900,1,Flex,Manual,Hidráulica,Vermelho,4,0,1,1,1,1,1,1,1,0,0,0,33000
VW - VOLKSWAGEN SAVEIRO HIGHLINE 1.6 T. FLEX 8V CD,VW - VOLKSWAGEN,Van/Utilitário,2017,47000,1.6,Flex,Manual,Hidráulica,Prata,2,7,1,1,1,1,1,1,1,1,0,0,67500
RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2018,0,1,null,Manual,null,Branco,4,5,1,1,1,1,1,1,1,0,0,0,12000
VW - VOLKSWAGEN SANTANA 1.8 MI,VW - VOLKSWAGEN,Antigo,2000,300000,1.8,Gasolina,Manual,Hidráulica,Cinza,4,7,1,0,0,1,1,0,0,0,0,0,6400
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,Hatch,2011,106152,1,Flex,Manual,Mecânica,Prata,2,1,1,1,1,0,1,0,1,0,0,0,15500
VW - VOLKSWAGEN SPACEFOX COMFORTLINE 1.6 MI T.FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2008,0,1.6,Gasolina,Manual,Hidráulica,Vermelho,4,6,1,1,0,1,1,0,1,0,0,0,17000
FIAT UNO VIVACE ITALIA 1.0 EVO F. FLEX 8V 5P,FIAT,Hatch,2013,88000,1,Flex,Manual,Hidráulica,Cinza,4,0,1,1,1,1,1,1,1,0,0,0,24400
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 4P,VW - VOLKSWAGEN,Hatch,2000,128000,null,Gasolina,Manual,Mecânica,Branco,4,8,0,0,0,0,0,0,1,0,0,0,11000
HYUNDAI TUCSON 2.0 16V FLEX AUT.,HYUNDAI,SUV,2015,68453,2,Flex,Automático,Hidráulica,Cinza,4,7,1,1,1,1,1,1,1,1,1,0,44900
RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2010,83000,1.6,Flex,Manual,Hidráulica,Cinza,4,null,1,1,1,1,1,0,1,0,0,0,21000
PEUGEOT 206 SOLEIL 1.0 16V 5P,PEUGEOT,Hatch,2003,44000000,1,Gasolina,Manual,Hidráulica,Preto,4,5,0,1,1,1,1,1,0,0,0,0,6000
NISSAN SV 2.0 16V CVT (FLEX),NISSAN,Sedã,2015,130000,2,Flex,Automático,Elétrica,Preto,4,4,1,1,1,1,1,1,1,1,1,0,46500
VW - VOLKSWAGEN UP! MOVE I MOTION 1.0 T. FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2018,40000,1,Flex,Automático,Elétrica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,39990
HYUNDAI HB20 COMFORT PLUS 1.0 TB FLEX 12V MEC.,HYUNDAI,Hatch,2019,26634,1,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,1,1,1,1,1,0,0,44900
MITSUBISHI OUTLANDER 2.2 165CV DIESEL AUT.,MITSUBISHI,SUV,2016,60000,2,Diesel,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,120000
RENAULT FLUENCE SED. DYNAMIQUE 2.0 16V FLEX AUT.,RENAULT,Sedã,2012,105,2,Flex,Automático,Elétrica,Preto,4,9,1,1,1,0,1,1,1,1,1,0,35000
FORD FUSION SEL 2.5 16V 173CV AUT.,FORD,Sedã,2010,140000,2,Gasolina,Automático,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,1,0,0,32000
RENAULT SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2014,84300,null,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,0,0,26900
TOYOTA COROLLA FIELDER SW 1.8/1.8 XEI FLEX AUT.,TOYOTA,Sedã,2005,182120,1.8,Gasolina,Automático,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,0,0,25000
HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,Passeio,2013,137563,1.6,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,0,0,35000
VW - VOLKSWAGEN GOL 1.6 MI/ POWER 1.6 MI 4P,VW - VOLKSWAGEN,Hatch,2003,0,1.6,Gasolina,Manual,Hidráulica,Prata,4,0,1,0,1,1,0,0,0,0,0,0,13000
VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW - VOLKSWAGEN,Pick-up,2019,42000,1.6,Flex,Manual,Hidráulica,Branco,2,3,1,1,1,0,1,1,1,0,0,0,52000
