@relation SE_ONIX-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_predicted

@attribute modelo numeric
@attribute marca numeric
@attribute combustivel numeric
@attribute cambio numeric
@attribute direcao numeric
@attribute cor numeric
@attribute ano numeric
@attribute quilometragem numeric
@attribute potenciamotor numeric
@attribute blindado numeric
@attribute predictedvalor numeric
@attribute valor numeric

@data
0,0,0,0,0.333333,0.428571,0,0.681815,0,0,38543.296323,26000
0,0,0,0,0,0,1,0.428431,0,0,50464.077276,50000
0,0,0,0,0,0,1,0.213629,0,0,50742.295684,56500
0,0,0,0,0,0.857143,0.75,0.309085,0,0,49280.324873,50500
0,0,0,0,0,0,1,0.213629,0,0,50742.295684,56500
0,0,0,0,0.333333,0.571429,0,0.509086,0,0,39006.125983,37990
0,0,0,0,0,0,0.5,0.339085,0,0,44713.355094,46990
0,0,0,0,0.333333,0.857143,0.25,0.307266,0,0,42722.920473,42000
0,0,0,0,0,0.142857,0.75,0.436359,0,0,47861.745065,44800
0,0,0,0,0.333333,0.142857,0,0.627269,0,0,38158.643027,34000
0,0,0,0,0.333333,0.142857,0.75,0.472722,0,0,47258.420507,42500
0,0,0,0,0.333333,0.142857,0.25,0.349085,0,0,41359.215429,41500
0,0,0,0,0.333333,0.142857,0.75,0.472722,0,0,47028.967229,42300
0,0,0,0,0.333333,0.714286,0.5,0.63636,0,0,44677.547469,48500
0,0,0,0,0,0,0.75,0.406358,0,0,47579.531135,48500
0,0,0,0,0.333333,0.142857,0,0.581814,0,0,39259.623923,34700
0,0,0,0,0.333333,0.428571,0,0.963636,0,0,38899.229012,39900
0,0,0,0,0,0.142857,1,0.54545,0,0,49952.190934,49800
0,0,0,0,0,0.571429,0.75,0.472722,0,0,48086.590047,52999
0,0,0,0,0,0.142857,0.75,0.227266,0,0,48096.729965,50000
0,0,0,0,0,0.142857,0.75,0.472722,0,0,47607.515817,48500
0,0,0,0,0.333333,0.428571,1,0.236357,0,0,50275.877244,53500
0,0,0,0,0,0,1,0.428431,0,0,50020.361583,51000
0,0,0,0,0.333333,0.142857,0,0.54545,0,0,39318.494953,38000
0,0,0,0,0.333333,0.857143,0.75,0.272721,0,0,48111.528074,51500
0,0,0,0,0,0.142857,0.25,0.672724,0,0,41747.998945,38990
0,0,0,0,0,0.714286,1,0.350903,0,0,50839.361429,52400
0,0,0,0,0,0,1,0.363631,0,0,50152.089723,49700
0,0,0,0,0.333333,0.142857,0.75,0.472722,0,0,46929.347397,42300
0,0,1,0,0.333333,0.571429,0.75,0.290903,0,0,47471.944207,51000
0,0,0,0,0.666667,0.142857,0.5,0.45454,0,0,43543.59393,49500
0,0,0,0,0.333333,0.142857,0,0.433704,0,0,39153.243343,38500
0,0,0,0,0,0.285714,0.75,0.363631,0,0,47950.760854,53000
0,0,0,0,0,0,1,0.213629,0,0,50405.325793,56500
0,0,0,0,0,0.714286,0.75,0.618178,0,0,47935.846106,50000
0,0,0,0,0,0,0.75,0.596624,0,0,47181.853329,48000
0,0,0,0,0.333333,0.142857,0,0.836362,0,0,38652.260893,38000
0,0,0,0,0.333333,0.714286,1,0.254539,0,0,50378.791011,53999
0,0,0,0,0.333333,0.142857,1,0.145447,0,0,50104.256137,48158
0,0,0,0,0,0.142857,0.75,0.490904,0,0,47640.637384,51000
0,0,1,0,0.333333,0.857143,0.5,0.581814,0,0,44719.739505,46000
0,0,0,0,0.333333,0.857143,1,0.329994,0,0,50361.036449,52000
0,0,0,0,0,0,1,0.125447,0,0,50649.500206,45000
0,0,0,0,0,0.142857,1,0.26363,0,0,50522.102699,55000
0,0,0,0,0.333333,0.571429,0.75,0.472722,0,0,47368.659667,52999
0,0,0,0,0.333333,0.142857,1,0.177993,0,0,50045.142847,55000
0,0,0,0,0.333333,0.571429,0.75,0.381813,0,0,47554.845926,51000
0,0,0,0,0.333333,0.285714,0.25,0,0,0,42709.99712,42000
0,0,0,0,0.333333,0.142857,0.25,0.559087,0,0,41522.992286,40500
0,0,1,0,0.333333,0,1,0.604542,0,0,49750.350898,45000
0,0,0,0,0,0.142857,0,0.336358,0,0,40063.031565,37800
0,0,0,0,0,0.857143,0.5,0.324539,0,0,46326.772725,45000
0,0,0,0,0.333333,0.142857,1,0.227266,0,0,50553.472596,55000
0,0,0,0,0.333333,0,0.25,0.0008,0,0,42573.69033,38000
0,0,0,0,0.333333,0.142857,0.25,0.81818,0,0,40988.337567,41900
0,0,0,0,0,0,1,0.481813,0,0,50538.001231,48500
0,0,0,0,0.333333,0.714286,0.75,0.472722,0,0,47972.243223,47500
0,0,0,0,0.333333,0.142857,0.75,0.472722,0,0,47372.540841,42150
0,0,0,0,0.333333,0.142857,0.75,0.472722,0,0,47372.540841,42350
0,0,0,0,0,0,1,0.565069,0,0,50375.258319,44000
0,0,0,0,0,0.571429,1,0.130901,0,0,52338.697004,37000
0,0,0,0,0.333333,0.714286,0.25,0.863635,0,0,41151.12103,41999
0,0,0,0,0,0.571429,0.5,0.590905,0,0,45414.024183,44900
0,0,0,0,0,0.285714,1,0.26363,0,0,51598.966162,55000
0,0,0,0,0,0,0.75,0.599996,0,0,47357.749554,47000
0,0,0,0,0.333333,0.142857,0,1,0,0,37449.685987,39500
0,0,0,0,0,0.571429,0.75,0.681815,0,0,48269.152644,45000
0,0,0,0,0,0.571429,0.75,0.472722,0,0,48824.251915,52500
0,0,0,0,0,0.571429,1,0.130901,0,0,52338.697004,36500
0,0,0,0,0.333333,0,0.25,0.644506,0,0,40411.218986,42000
0,0,0,0,0.333333,0.571429,1,0.281812,0,0,51384.619879,49000
0,0,0,0,0.333333,0.142857,0.25,0.349085,0,0,41402.465926,42500
0,0,0,0,0.333333,0.857143,0.75,0.181811,0,0,48860.111177,46500
0,0,0,0,0,0.142857,1,0.345449,0,0,50599.861358,51000
0,0,0,0,0.333333,0.142857,0.25,0.81818,0,0,41299.265176,41900
0,0,0,0,0.333333,0.857143,0.75,0.199993,1,0,48790.405214,53000
0,0,0,0,0.333333,0.571429,1,0.278175,0,0,50689.960089,52000
0,0,0,0,0.333333,0.142857,0.25,0.000718,0,0,42938.13656,37500
0,0,0,0,0.333333,0.142857,0.25,0.72727,0,0,41475.629523,38000
0,0,0,0,0.333333,0.142857,0.25,0.90909,0,0,41124.587172,37000
0,0,0,0,0.333333,0.714286,0.5,0.54545,0,0,45269.725865,41500
0,0,0,0,0,0,1,0.54545,0,0,50068.305384,53500
0,0,0,0,0,0.571429,1,0.130901,0,0,51442.868932,39000
0,0,0,0,0.333333,0.142857,0,0.709088,0,0,39220.930985,37900
0,0,0,0,0.333333,0.142857,0,0.329085,0,0,39926.578803,39500
0,0,0,0,0,0.857143,1,0.132238,0,0,51143.167323,47500
0,0,0,0,0,0.142857,1,0.472722,0,0,49575.091875,53000
0,0,0,0,0,0,1,0.635015,0,0,49049.26515,56500
0,0,0,0,0,0,1,0.418177,0,0,49475.554359,51000
0,0,0,0,0,0,0.75,0.390904,0,0,47197.263921,52300
0,0,0,0,0.333333,0.142857,0.25,0.618178,0,0,41546.076924,41000
0,0,0,0,0,0.142857,1,0.236357,0,0,50023.715414,57000
0,0,0,0,0.333333,0.142857,0.25,0.090901,0,0,42631.288598,42000
0,0,0,0,0.333333,0.857143,1,0.327267,0,0,50393.091146,52000
0,0,0,0,0.333333,0.142857,0,0.81818,0,0,39076.895404,38500
0,0,0,0,0,0.142857,1,0.281812,0,0,49938.520502,55000
0,0,0,0,0.333333,0.142857,0.25,0.000609,0,0,42159.968365,41000
0,0,0,0,0.333333,0.142857,0.5,0.399995,0,0,43958.967401,47000
0,0,1,0,0.333333,0.571429,0.25,0.554541,0,0,42002.073246,40500
0,0,1,0,0.333333,0.571429,0.25,0.54545,0,0,42021.529198,40500
0,0,0,0,0.333333,0.714286,0.5,0.63636,0,0,44154.839268,48500
0,0,0,0,0.333333,1,1,0.154538,0,0,50719.180873,57000
0,0,0,0,1,0.571429,0.75,0.272721,0,0,44393.754616,50000
0,0,0,0,0,0.142857,1,0.54545,0,0,50404.39421,50500
0,0,0,0,0.333333,0.142857,0.75,0.472722,0,0,46540.226229,42500
0,0,0,0,0,0.142857,1,0.190902,0,0,51064.715952,47200
0,0,0,0,0.333333,0,0.5,0.281812,0,0,44043.110224,44300
0,0,0,0,0,0,1,0.399995,0,0,50531.513842,52000
0,0,0,0,0,0.142857,1,0.63636,0,0,49429.750203,51000
0,0,0,0,0.333333,0.714286,0.75,0.145447,0,0,48332.012978,56000
0,0,0,0,0,0.142857,1,0.536359,0,0,49631.506679,52500
0,0,0,1,0.333333,0.428571,0,0.336358,0,0,40395.591157,35000
0,0,0,0,0.333333,0,0,0.001173,0,0,40529.807782,37500
0,0,0,0,0.333333,0.142857,0.25,0.72727,0,0,41426.150944,39000
0,0,0,0,0.333333,0,0.5,0.309085,0,1,44601.025357,45000
