tensor(44242.2383)
tensor(46289.0391)
tensor(44817.5742)
tensor(45820.4414)
tensor(43515.3359)
tensor(43949.9414)
tensor(46302.2461)
tensor(42879.8086)
tensor(45377.1602)
tensor(45184.9414)
tensor(44491.7461)
tensor(44556.9102)
tensor(45438.1758)
tensor(44360.8516)
tensor(44479.9102)
tensor(46376.2109)
tensor(45767.1797)
tensor(44825.3203)
tensor(44826.9883)
tensor(43991.2344)
tensor(45619.9688)
tensor(44587.8906)
tensor(45560.0508)
tensor(40773.0977)
tensor(45216.1367)
tensor(45086.8281)
tensor(45019.8711)
tensor(44426.5508)
tensor(44982.7812)
tensor(45803.4531)
tensor(43605.7617)
tensor(43959.9023)
tensor(45489.8203)
tensor(45452.1133)
tensor(44990.4297)
tensor(45462.8750)
tensor(43605.2539)
tensor(44652.3750)
tensor(43741.2305)
tensor(45861.5586)
tensor(44567.7734)
tensor(44553.8633)
tensor(44891.5703)
tensor(44103.6758)
tensor(45316.9258)
tensor(45198.3633)
tensor(44846.0508)
tensor(44347.8281)
tensor(43695.4883)
tensor(44923.1406)
tensor(46003.3984)
tensor(44876.4688)
tensor(45087.6641)
tensor(44741.0859)
tensor(43372.7031)
tensor(45857.9453)
tensor(44987.8164)
tensor(46051.7461)
tensor(44417.9883)
tensor(43989.0781)
tensor(44537.5664)
tensor(44734.0117)
tensor(44260.6094)
tensor(42978.8945)
tensor(44349.8047)
tensor(43913.)
tensor(45309.1914)
tensor(44427.7305)
tensor(45284.1914)
tensor(45113.7500)
tensor(44144.9883)
tensor(42478.7969)
tensor(43497.0859)
tensor(43696.2461)
tensor(44832.4805)
tensor(45022.7812)
tensor(44242.3867)
tensor(45375.4961)
tensor(44765.9531)
tensor(44102.4766)
tensor(44127.2695)
tensor(45343.1367)
tensor(44468.9219)
tensor(42874.5586)
tensor(44289.7461)
tensor(45735.2383)
tensor(43744.1641)
tensor(44174.3398)
tensor(45216.5781)
tensor(42853.7891)
tensor(44285.2969)
tensor(43701.5352)
tensor(45162.2109)
tensor(45025.2305)
tensor(43343.2969)
tensor(44145.9414)
tensor(43910.0352)
tensor(44826.0586)
tensor(43701.5859)
tensor(44131.6445)
tensor(43232.2109)
tensor(44429.3203)
tensor(43567.6094)
tensor(46456.2148)
tensor(44074.9141)
tensor(43256.6992)
tensor(44288.2734)
tensor(44302.6641)
tensor(44371.3086)
tensor(43123.6602)
tensor(43771.7188)
tensor(43407.5156)
tensor(44751.0938)
tensor(43377.4258)
tensor(43327.5352)
tensor(43091.8242)
tensor(43810.7617)
tensor(43813.1758)
tensor(43680.8789)
tensor(42146.9453)
tensor(42793.0469)
tensor(43631.5234)
tensor(42992.2812)
tensor(43596.6289)
tensor(44423.4492)
tensor(43676.6250)
tensor(42436.5508)
tensor(43440.3320)
tensor(42190.5352)
tensor(43610.0742)
tensor(42087.5156)
tensor(44003.1953)
tensor(43705.8516)
tensor(43229.2969)
tensor(42619.4297)
tensor(42857.4180)
tensor(43477.7500)
tensor(42645.0859)
tensor(42976.9141)
tensor(43181.3281)
tensor(43221.)
tensor(42087.6602)
tensor(41765.8516)
tensor(40661.7109)
tensor(42207.2188)
tensor(42710.6094)
tensor(42559.2656)
tensor(41537.5430)
tensor(43605.4453)
tensor(41938.4570)
tensor(41317.6992)
tensor(42304.5391)
tensor(42017.4219)
tensor(42037.7188)
tensor(41273.0156)
tensor(41080.2969)
tensor(42743.7305)
tensor(42174.7617)
tensor(41187.4102)
tensor(40469.7070)
tensor(42207.2031)
tensor(40467.2734)
tensor(40939.5273)
tensor(40823.0117)
tensor(40722.9219)
tensor(42129.9688)
tensor(40555.5781)
tensor(39600.9141)
tensor(39919.7656)
tensor(39305.8164)
tensor(40746.8008)
tensor(40489.0742)
tensor(39793.9531)
tensor(40984.1445)
tensor(40420.5156)
tensor(41148.6875)
tensor(39810.4844)
tensor(39427.8438)
tensor(38501.9219)
tensor(37967.3867)
tensor(40387.2070)
tensor(40543.7188)
tensor(38877.0859)
tensor(39296.8672)
tensor(39854.5508)
tensor(37868.3867)
tensor(38528.7109)
tensor(38248.4609)
tensor(38369.4492)
tensor(38767.4766)
tensor(37875.8203)
tensor(32552.7812)
tensor(38263.5391)
tensor(35251.3008)
tensor(37214.7930)
tensor(37598.0156)
tensor(37187.5234)
tensor(37577.7109)
tensor(36818.4336)
tensor(36164.4023)
tensor(36086.3242)
tensor(35749.5859)
tensor(36004.1562)
tensor(36290.8125)
tensor(34259.1758)
tensor(35717.8242)
tensor(35417.4336)
tensor(37760.6484)
tensor(36514.5312)
tensor(33842.7617)
tensor(32821.6406)
tensor(34678.1562)
tensor(33578.0195)
tensor(32540.6719)
tensor(35039.6797)
tensor(35029.4023)
tensor(32931.0234)
tensor(34186.8789)
tensor(33506.1914)
tensor(31689.3730)
tensor(30628.9727)
tensor(31589.7500)
tensor(32083.0078)
tensor(31905.3086)
tensor(29367.6445)
tensor(31763.8398)
tensor(30847.7246)
tensor(28599.0723)
tensor(31899.6816)
tensor(30890.5176)
tensor(28772.6172)
tensor(28959.4375)
tensor(28782.8750)
tensor(26126.5117)
tensor(29346.0469)
tensor(28846.3574)
tensor(28911.3477)
tensor(23738.5547)
tensor(28146.7109)
tensor(30008.1133)
tensor(25369.9180)
tensor(26816.4531)
tensor(25857.5176)
tensor(22182.6094)
tensor(24785.0195)
tensor(25881.9746)
tensor(24283.7051)
tensor(22901.3750)
tensor(27205.2832)
tensor(21512.1719)
tensor(22906.4941)
tensor(23873.0449)
tensor(18776.5117)
tensor(21647.6094)
tensor(19147.7148)
tensor(16494.0996)
tensor(19741.2754)
tensor(17400.8203)
tensor(19702.9316)
tensor(19329.4004)
tensor(19902.7480)
tensor(19022.4375)
tensor(21323.5645)
tensor(14055.5879)
tensor(16700.4102)
tensor(15572.2930)
tensor(19052.5566)
tensor(17006.5918)
tensor(19590.0918)
tensor(15755.3779)
tensor(17871.3262)
tensor(11245.6318)
tensor(16699.0898)
tensor(14807.7549)
tensor(13349.7617)
tensor(18551.1582)
tensor(14809.1572)
tensor(15545.5977)
tensor(16468.4629)
tensor(10929.7432)
tensor(11824.1025)
tensor(13256.4287)
tensor(15391.0273)
tensor(16149.2275)
tensor(11715.1924)
tensor(17862.7207)
tensor(14548.8301)
tensor(18603.9707)
tensor(14131.9121)
tensor(14692.6504)
tensor(13958.2979)
tensor(12036.3086)
tensor(14059.0039)
tensor(15254.8486)
tensor(14502.7910)
tensor(23218.6875)
tensor(12758.2988)
tensor(16081.)
tensor(13036.6152)
tensor(13860.6621)
tensor(16303.4473)
tensor(14103.0801)
tensor(14500.1211)
tensor(8936.8027)
tensor(14057.6729)
tensor(14007.1436)
tensor(15459.5273)
tensor(11853.2803)
tensor(14680.7725)
tensor(14393.4639)
tensor(13861.3447)
tensor(10317.9785)
tensor(11418.3555)
tensor(12761.7227)
tensor(13121.1133)
tensor(13662.5723)
tensor(13438.4092)
tensor(15468.9609)
tensor(15448.1279)
tensor(17122.7227)
tensor(13053.1211)
tensor(14003.9453)
tensor(16290.5127)
tensor(13970.0674)
tensor(11044.1064)
tensor(12229.1299)
tensor(14417.8096)
tensor(13009.7148)
tensor(12906.3604)
tensor(14094.0176)
tensor(14667.7422)
tensor(12883.8291)
tensor(13953.9736)
tensor(13092.5166)
tensor(12702.2129)
tensor(10811.4883)
tensor(13600.8223)
tensor(13740.8096)
tensor(13023.8301)
tensor(13477.4453)
tensor(11658.3096)
tensor(13880.3574)
tensor(13073.3945)
tensor(12780.3770)
tensor(12139.2471)
tensor(13372.5361)
tensor(12124.2412)
tensor(11529.1729)
tensor(13944.5547)
tensor(12972.3467)
tensor(12876.4727)
tensor(21011.4688)
tensor(13166.1689)
tensor(12755.7441)
tensor(12163.0938)
tensor(14406.6396)
tensor(12596.6641)
tensor(12663.1436)
tensor(11384.6875)
tensor(14828.7148)
tensor(11835.9561)
tensor(14134.4873)
tensor(12329.9316)
tensor(12345.4951)
tensor(11659.3838)
tensor(13009.7051)
tensor(13539.1777)
tensor(10324.6201)
tensor(12011.9717)
tensor(10252.4346)
tensor(13105.6709)
tensor(11783.3877)
tensor(12069.8896)
tensor(13597.1689)
tensor(13084.5176)
tensor(15298.3975)
tensor(13865.1953)
tensor(11253.6875)
tensor(10957.0967)
tensor(12059.0576)
tensor(12399.2754)
tensor(12423.2021)
tensor(12227.2178)
tensor(13654.0059)
tensor(11406.4150)
tensor(12719.6201)
tensor(12118.9863)
tensor(12818.0576)
tensor(11754.7764)
tensor(10549.1553)
tensor(12523.1504)
tensor(11946.9443)
tensor(10625.2617)
tensor(12197.8516)
tensor(14186.3320)
tensor(12836.1201)
tensor(11806.4863)
tensor(10700.3428)
tensor(9980.3340)
tensor(11589.7021)
tensor(11916.8135)
tensor(12342.4053)
tensor(10163.1914)
tensor(11574.5322)
tensor(10556.2158)
tensor(12760.9727)
tensor(10282.3154)
tensor(15793.1445)
tensor(12141.1904)
tensor(10212.8604)
tensor(11403.8945)
tensor(10450.4854)
tensor(11367.9590)
tensor(11462.8711)
tensor(11641.1572)
tensor(13495.4336)
tensor(11580.3828)
tensor(11374.2305)
tensor(10348.9502)
tensor(12518.7021)
tensor(10208.1172)
tensor(9791.1289)
tensor(10762.2041)
tensor(14564.1504)
tensor(10336.8096)
tensor(11354.1816)
tensor(10384.4414)
tensor(11803.3613)
tensor(8665.0459)
tensor(13123.8359)
tensor(10769.6191)
tensor(8589.5293)
tensor(10662.4463)
tensor(12103.0117)
tensor(10563.6475)
tensor(9177.4902)
tensor(10603.1387)
tensor(10596.5430)
tensor(10200.6709)
tensor(12215.4219)
tensor(11115.6426)
tensor(10133.5098)
tensor(8906.6250)
tensor(9269.2715)
tensor(11243.1484)
tensor(9696.9746)
tensor(11353.1738)
tensor(12491.0830)
tensor(8065.1699)
tensor(10899.8066)
tensor(11374.3115)
tensor(10753.1514)
tensor(9190.3359)
tensor(9619.1455)
tensor(10411.4912)
tensor(10606.6074)
tensor(9311.9473)
tensor(10723.1221)
tensor(10097.6797)
tensor(8502.5059)
tensor(9718.7197)
tensor(10648.1953)
tensor(9295.4824)
tensor(11159.9414)
tensor(8507.1660)
tensor(8111.6475)
tensor(9681.7236)
tensor(10082.2041)
tensor(9433.3896)
tensor(8940.5059)
tensor(11051.6523)
tensor(12914.3281)
tensor(9120.8896)
tensor(10875.3398)
tensor(9726.6816)
tensor(9612.9316)
tensor(9448.6680)
tensor(8400.0801)
tensor(7928.2202)
tensor(10436.9482)
tensor(10438.0762)
tensor(10871.4922)
tensor(8333.4727)
tensor(10170.6172)
tensor(8348.1836)
tensor(7541.6138)
tensor(7823.0913)
tensor(6928.7104)
tensor(10361.0430)
tensor(7480.4282)
tensor(8300.1680)
tensor(9264.1211)
tensor(9013.9180)
tensor(8392.1709)
tensor(8136.3999)
tensor(8493.7539)
tensor(8904.9463)
tensor(7565.8286)
tensor(8935.7773)
tensor(7791.9326)
tensor(7213.7339)
tensor(8023.0430)
tensor(10296.3359)
tensor(8511.5996)
tensor(9233.2666)
tensor(6942.4644)
tensor(7968.2515)
tensor(8410.2168)
tensor(8550.6445)
tensor(6967.1738)
tensor(8799.8291)
tensor(9720.7568)
tensor(8500.2207)
tensor(7981.8223)
tensor(9159.9590)
tensor(7155.0430)
tensor(7096.5352)
tensor(5918.1011)
tensor(8695.8096)
tensor(7754.0605)
tensor(6028.3374)
tensor(8582.9502)
tensor(7961.3901)
tensor(8216.5195)
tensor(5865.3052)
tensor(7598.0576)
tensor(7468.7598)
tensor(10701.1416)
tensor(7373.6499)
tensor(8389.6104)
tensor(6234.0889)
tensor(6923.1870)
tensor(8487.1377)
tensor(6764.6211)
tensor(6581.8301)
tensor(5735.1299)
tensor(7191.2168)
tensor(6626.9595)
tensor(6291.3877)
tensor(7183.9375)
tensor(6910.1777)
tensor(6900.2910)
tensor(6774.4355)
tensor(7601.0996)
tensor(7821.9492)
tensor(7548.5264)
tensor(6655.4062)
tensor(5938.0464)
tensor(5889.9902)
tensor(5527.6748)
tensor(6955.4019)
tensor(4540.5400)
tensor(7430.8120)
tensor(4818.1064)
tensor(5954.2324)
tensor(6364.9155)
tensor(5251.3208)
tensor(6979.0933)
tensor(6993.4277)
tensor(5934.2368)
tensor(6578.6870)
tensor(6645.2871)
tensor(5138.6108)
tensor(5308.8496)
tensor(6135.0420)
tensor(6432.5405)
