@relation SP_FIT-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_predicted

@attribute modelo numeric
@attribute marca numeric
@attribute combustivel numeric
@attribute cambio numeric
@attribute direcao numeric
@attribute cor numeric
@attribute ano numeric
@attribute quilometragem numeric
@attribute potenciamotor numeric
@attribute blindado numeric
@attribute predictedvalor numeric
@attribute valor numeric

@data
0,0,0,0,0,0,0.25,0.399696,0.166667,0,61114.983693,63900
0,0,0,0,1,0.4,0.75,0.535479,0.166667,0,69781.897958,65000
0,0,0,0,0,0.4,0.25,0.583474,0.166667,0,60036.266354,61990
0,0,0,0,0,0.6,0.5,0.210135,0.166667,0,68055.320234,64800
0,0,0,0,0,0.8,0.5,0.285352,0.166667,0,67679.196552,66990
0,0,0,0,0,0.6,0.5,0,0.166667,0,69905.387635,67900
0,0,0,0,0,0.4,0,0.664115,0.166667,0,55262.373361,54000
0,0,0,0,1,0.6,0.5,0.402518,0.166667,0,67159.602476,65490
0,0,0,0,0,0.6,0.5,0.22818,0.166667,0,67893.342108,66990
0,0,0,0,0,0.4,0.5,0.331804,0.166667,0,66649.852833,62500
0,0,0,0,1,0.4,0,0.408986,0.166667,0,58296.99619,53000
0,0,0,0,0,0.2,0.75,0.205311,0.166667,0,71492.67598,62000
0,0,0,0,0,0.6,0.5,0.202453,0.166667,0,68124.146283,67000
0,0,0,0,1,0.2,0.75,0.142422,0.166667,0,72782.060484,63000
0,0,0,0,1,1,0,0.335377,0.166667,0,59872.668058,61990
0,0,0,0,0,0.2,0.75,0.205311,0.166667,0,71492.67598,62000
0,0,0,0,1,0.4,0.25,0.365578,0.166667,0,62319.711212,61900
0,0,0,0,0,0,0.25,0.342524,0.166667,0,60851.07383,63500
0,0,0,0,0,0.6,0,0.303911,0.166667,0,58370.204835,63900
0,0,0,0,0,0.4,0.5,0.778459,0.166667,0,62585.90605,59990
0,0,0,0,1,0.6,0,0.605164,0.166667,0,56903.121219,49900
0,0,0,0,1,1,0,0.631956,0.166667,0,57557.142842,53500
0,0,0,0,1,0.2,0,0.664115,0.166667,0,55664.35574,55000
0,0,0,0,0,0.4,0.5,0.778459,0.166667,0,62585.90605,59999
0,0,0,0,0,0.2,0,0.599797,0.166667,0,55408.92088,54990
0,0,0,0,0,0.8,0,0.641961,0.166667,0,56347.241313,57900
0,0,0,0,0,0.2,0.75,0.46187,0.166667,0,68674.112534,66990
0,0,0,0,0,1,0,0.642676,0.166667,0,56761.028866,58900
0,0,0,0,1,0.2,0,0.47259,0.166667,0,57008.27987,58900
0,0,0,0,0,0,0.5,0.485453,0.166667,0,63944.48185,64300
0,0,0,0,1,0.6,0,0.206741,0.166667,0,59829.321916,66900
0,0,0,0,1,0.2,0.25,0.682389,0.166667,0,59454.734982,65900
0,0,0,0,0,0.4,0.5,0.331804,0.166667,0,66025.083854,62500
0,0,0,0,0,0.2,0,0.600512,0.166667,0,55403.997695,54870
0,0,0,0,0,0.4,0.5,0.356817,0.333333,0,65195.255913,67021
0,0,0,0,0,0.2,0,0.892803,0.166667,0,53392.448213,56990
0,0,0,0,0,0.4,0,0.599797,0.166667,0,55885.593304,56500
0,0,0,0,0,0.8,0,0.156715,0.166667,0,60292.41851,59999
0,0,0,0,1,0.2,0,0.629055,0.166667,0,55702.897266,58200
0,0,0,0,0,0.8,0,0.449721,0.166667,0,57931.759546,55400
0,0,0,0,1,0.2,0.25,0.262676,0.166667,0,62426.82221,65900
0,0,0,0,0,0.6,0,0.533485,0.166667,0,56826.761802,52000
0,0,0,0,0,0.2,0,0.596938,0.166667,0,55477.51223,54980
