tensor(65010.0547)
tensor(71801.5234)
tensor(66176.0781)
tensor(67152.3281)
tensor(75889.1094)
tensor(74098.0703)
tensor(70842.4219)
tensor(64764.3438)
tensor(70304.6562)
tensor(70577.7578)
tensor(71747.8281)
tensor(70018.1719)
tensor(67956.4219)
tensor(71321.5391)
tensor(62601.6289)
tensor(70847.0469)
tensor(65715.4219)
tensor(75699.9531)
tensor(64587.3984)
tensor(60094.2109)
tensor(83800.7891)
tensor(79119.2188)
tensor(64278.8555)
tensor(70124.9844)
tensor(79160.5234)
tensor(68705.4922)
tensor(58424.7656)
tensor(74953.7500)
tensor(68341.7266)
tensor(70265.6094)
tensor(58855.8359)
tensor(82780.2578)
tensor(68932.5859)
tensor(63028.9492)
tensor(77199.8828)
tensor(66718.1562)
tensor(62415.9531)
tensor(79039.5234)
tensor(94006.8438)
tensor(74807.2188)
tensor(64876.0508)
tensor(65201.2344)
tensor(67839.3125)
tensor(67308.7422)
tensor(70958.5078)
tensor(74595.5391)
tensor(70492.4141)
tensor(80546.3984)
tensor(76761.0469)
tensor(64640.4648)
tensor(63710.1211)
tensor(68308.8672)
tensor(63620.5664)
tensor(69815.8516)
tensor(68840.6484)
tensor(59682.1953)
tensor(62087.6602)
tensor(62805.9492)
tensor(76358.0078)
tensor(58282.8008)
tensor(70126.7656)
tensor(60883.7344)
tensor(75174.7266)
tensor(67311.6875)
tensor(76876.7812)
tensor(65649.6094)
tensor(70964.2578)
tensor(64007.7617)
tensor(66394.7812)
tensor(75066.2031)
tensor(60417.5469)
tensor(76242.5312)
tensor(71234.4375)
tensor(60655.3789)
tensor(75309.8281)
tensor(52815.1992)
tensor(69468.2578)
tensor(65642.9219)
tensor(80136.0547)
tensor(74179.3672)
tensor(72627.2344)
tensor(57517.1016)
tensor(63467.1016)
tensor(74707.5625)
tensor(78016.0312)
tensor(63335.1055)
tensor(82859.3438)
tensor(68399.6953)
tensor(77249.1328)
tensor(70902.0703)
tensor(84008.3203)
tensor(72568.1250)
tensor(78809.2578)
tensor(70095.7422)
tensor(71377.3594)
tensor(58168.4531)
tensor(67679.7188)
tensor(79581.5312)
tensor(65286.0664)
tensor(62312.6055)
tensor(57841.4609)
tensor(73477.0234)
tensor(64349.1016)
tensor(76007.1172)
tensor(78239.6406)
tensor(66400.3594)
tensor(65901.3828)
tensor(62261.9883)
tensor(73623.2031)
tensor(73509.9922)
tensor(65296.5781)
tensor(73257.9297)
tensor(66857.5312)
tensor(70781.1094)
tensor(75037.3203)
tensor(59889.9141)
tensor(64209.5312)
tensor(60404.7812)
tensor(80638.7734)
tensor(76945.3125)
tensor(70750.5234)
tensor(61427.4336)
tensor(63720.3008)
tensor(61832.0156)
tensor(70845.0781)
tensor(67896.9062)
tensor(68545.0156)
tensor(73984.8594)
tensor(58978.6484)
tensor(56816.5469)
tensor(64115.4688)
tensor(63788.5664)
tensor(59978.9609)
tensor(65634.1953)
tensor(68284.1875)
tensor(55780.3008)
tensor(63312.8008)
tensor(55212.9219)
tensor(61175.6367)
tensor(71705.3438)
tensor(63127.7852)
tensor(56405.3047)
tensor(63317.9766)
tensor(56604.6719)
tensor(74818.3281)
tensor(53842.7734)
tensor(61281.6914)
tensor(64730.7695)
tensor(50286.6016)
tensor(70232.8828)
tensor(63124.7188)
tensor(58214.2891)
tensor(58519.1719)
tensor(68699.3281)
tensor(59894.6641)
tensor(56682.5000)
tensor(55702.2266)
tensor(50419.2305)
tensor(57988.9648)
tensor(58329.5586)
tensor(55232.8086)
tensor(61119.1719)
tensor(69304.9531)
tensor(60867.1836)
tensor(60657.4883)
tensor(68907.9062)
tensor(57024.0859)
tensor(63838.6953)
tensor(62194.4883)
tensor(61596.5547)
tensor(56543.3711)
tensor(47830.1719)
tensor(62489.7500)
tensor(51500.6602)
tensor(47675.9336)
tensor(51374.3789)
tensor(51889.7617)
tensor(47835.3711)
tensor(46505.8750)
tensor(53599.1250)
tensor(41326.5508)
tensor(52219.6289)
tensor(48108.7031)
tensor(53916.5312)
tensor(48362.7617)
tensor(37312.1680)
tensor(53066.6797)
tensor(50834.9258)
tensor(65576.9531)
tensor(47570.3633)
tensor(50237.2656)
tensor(53353.9609)
tensor(34052.5586)
tensor(38936.0234)
tensor(44036.0352)
tensor(35487.8945)
tensor(54859.8086)
tensor(42600.9062)
tensor(42412.2969)
tensor(39446.1250)
tensor(46883.6562)
tensor(30262.9746)
tensor(41872.6562)
tensor(56167.4414)
tensor(34810.6016)
tensor(37598.5898)
tensor(37386.3281)
tensor(36797.3516)
tensor(48501.4531)
tensor(40040.6758)
tensor(36295.3438)
tensor(29586.1875)
tensor(33552.0117)
tensor(43061.9258)
tensor(48169.3203)
tensor(36423.3867)
tensor(43423.3789)
tensor(41512.3711)
tensor(42566.6719)
tensor(36218.2070)
tensor(39242.0664)
tensor(33461.8438)
tensor(49871.6133)
tensor(40148.8906)
tensor(51130.9609)
tensor(31789.0918)
tensor(38071.7812)
tensor(33559.6250)
tensor(34817.4180)
tensor(37811.5000)
tensor(53520.)
tensor(30948.1523)
tensor(36347.2617)
tensor(36150.2305)
tensor(37406.8359)
tensor(40268.8945)
tensor(199084.3594)
tensor(33860.6250)
tensor(41437.6367)
tensor(51132.9453)
tensor(34107.8516)
tensor(34417.4609)
tensor(41034.1914)
