@relation SE_COROLLA-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_predicted

@attribute modelo numeric
@attribute marca numeric
@attribute combustivel numeric
@attribute cambio numeric
@attribute direcao numeric
@attribute cor numeric
@attribute ano numeric
@attribute quilometragem numeric
@attribute potenciamotor numeric
@attribute blindado numeric
@attribute predictedvalor numeric
@attribute valor numeric

@data
0,0,0,0,0.333333,0.166667,0,0.434996,1,0,72172.537718,75500
0,0,0,0,0.333333,0,1,0.361329,1,0,101802.450408,98500
0,0,0,0,0.333333,0.166667,0.75,0.446663,1,0,93284.971819,81500
0,0,0,0,0.333333,0.166667,1,0.333329,1,0,102250.287801,99800
0,0,0,0,0.333333,0.166667,0.25,0.459996,1,0,78069.007418,84500
0,0,0,0,0,0.166667,0.5,0.00066,1,0,87406.336325,78000
0,0,0,0,0.333333,0,0,1,1,0,69903.25514,65300
0,0,0,0,0.333333,0,1,0.333329,1,0,101979.587814,108000
0,0,0,0,0,1,0,0.53333,1,0,72202.934066,70000
0,0,0,0,0,0.5,0.25,0.00056,1,0,80394.391747,77000
0,0,0,0,0.333333,0.333333,0.5,0.539997,1,0,84983.043395,81000
0,0,0,0,0,0.166667,1,0.164648,1,0,102719.789417,105000
0,0,0,0,0,0,0.25,0.96,1,0,75104.542278,75900
0,0,0,0,0,0.166667,1,0.256662,1,0,102140.826888,105000
0,0,0,0,0,0,0,0.599997,1,0,71028.214814,74500
0,0,0,0,0,0,0,0.613331,1,0,70978.166726,75000
0,0,0,0,0,0,0,0.00052,1,0,73425.881635,74900
0,0,0,0,0,0.166667,1,0.399996,1,0,101232.810004,98900
0,0,0,0,0.333333,0.166667,0,0.456663,1,0,72085.986687,73000
0,0,0,0,0.333333,0.166667,0,0.516663,1,0,72103.286578,75500
0,0,0,0,0,0.666667,0.25,0.499997,1,0,78242.179902,75000
0,0,0,0,0,0,0.25,0.53333,1,0,77436.348084,79500
